codeindyr;code;countryname;year;indicator;estimate;stddev;nsource;pctrank;pctranklower;pctrankupper
ECUrl2003;ECU;Ecuador;2003;rl;-0.780572593212128;0.185575753450394;10;25.8706474304199;15.4228858947754;39.3034820556641
EGYrl2003;EGY;Egypt, Arab Rep.;2003;rl;-0.00235446891747415;0.189340472221375;9;51.7412948608398;43.2835807800293;61.1940307617187
SLVrl2003;SLV;El Salvador;2003;rl;-0.516855239868164;0.185575753450394;10;37.8109436035156;24.8756217956543;45.2736320495605
GNQrl2003;GNQ;Equatorial Guinea;2003;rl;-1.22688519954681;0.212166145443916;6;10.4477615356445;2.48756217956543;22.8855724334717
ERIrl2003;ERI;Eritrea;2003;rl;-0.817993104457855;0.295547664165497;4;25.3731346130371;8.4577112197876;43.2835807800293
ESTrl2003;EST;Estonia;2003;rl;0.770817875862122;0.163100957870483;12;71.1442794799805;64.6766204833984;83.5820922851562
SWZrl2003;SWZ;Eswatini;2003;rl;-0.61389023065567;0.268896847963333;4;32.3383102416992;16.4179096221924;47.7611923217773
ETHrl2003;ETH;Ethiopia;2003;rl;-0.834280729293823;0.189340472221375;9;23.8805961608887;14.4278602600098;36.8159217834473
FJIrl2003;FJI;Fiji;2003;rl;0.00997454486787319;0.268896847963333;4;52.7363166809082;39.8009948730469;63.1840782165527
FINrl2003;FIN;Finland;2003;rl;1.95863425731659;0.180013313889503;9;100;93.532341003418;100
FRArl2003;FRA;France;2003;rl;1.33328890800476;0.180013313889503;9;89.5522384643555;83.5820922851562;93.0348281860352
GUFrl2003;GUF;French Guiana;2003;rl;0.965852797031403;0.355438649654388;1;83.0845794677734;62.6865653991699;92.5373153686523
GABrl2003;GAB;Gabon;2003;rl;-0.40603095293045;0.207200422883034;7;41.2935333251953;27.3631839752197;49.7512435913086
GMBrl2003;GMB;Gambia, The;2003;rl;0.163011163473129;0.232474207878113;7;57.7114410400391;44.7761192321777;65.6716384887695
GEOrl2003;GEO;Georgia;2003;rl;-0.912254095077515;0.217467710375786;8;20.8955230712891;8.4577112197876;34.825870513916
DEUrl2003;DEU;Germany;2003;rl;1.6375846862793;0.180013313889503;9;93.532341003418;89.5522384643555;99.5024871826172
GHArl2003;GHA;Ghana;2003;rl;0.00786068569868803;0.184655264019966;10;52.2388076782227;44.2786064147949;61.1940307617187
GRCrl2003;GRC;Greece;2003;rl;0.789709985256195;0.180013313889503;9;71.6417922973633;64.6766204833984;84.0796051025391
GRLrl2003;GRL;Greenland;2003;rl;..;..;..;..;..;..
GRDrl2003;GRD;Grenada;2003;rl;0.337395370006561;0.335184574127197;2;62.6865653991699;45.2736320495605;79.6019897460937
GUMrl2003;GUM;Guam;2003;rl;..;..;..;..;..;..
GTMrl2003;GTM;Guatemala;2003;rl;-1.1009407043457;0.185059979557991;11;14.9253730773926;6.46766185760498;25.3731346130371
GINrl2003;GIN;Guinea;2003;rl;-1.15406620502472;0.241964906454086;7;13.9303483963013;3.48258709907532;26.8656711578369
GNBrl2003;GNB;Guinea-Bissau;2003;rl;-1.22637474536896;0.258996397256851;5;10.945273399353;1.49253726005554;25.3731346130371
GUYrl2003;GUY;Guyana;2003;rl;-0.575900852680206;0.254073470830917;6;34.3283576965332;16.9154224395752;48.2587051391602
HTIrl2003;HTI;Haiti;2003;rl;-1.73716354370117;0.225466921925545;8;0.995024859905243;0;6.96517419815063
HNDrl2003;HND;Honduras;2003;rl;-0.936451733112335;0.185575753450394;10;19.4029846191406;9.95024871826172;30.348258972168
HKGrl2003;HKG;Hong Kong SAR, China;2003;rl;1.53687572479248;0.185965478420258;7;91.5422897338867;86.5671615600586;95.5223846435547
HUNrl2003;HUN;Hungary;2003;rl;0.805350184440613;0.163100957870483;12;73.1343307495117;65.6716384887695;84.0796051025391
ISLrl2003;ISL;Iceland;2003;rl;1.91875457763672;0.210936859250069;7;99.0049743652344;93.0348281860352;100
INDrl2003;IND;India;2003;rl;0.120161645114422;0.175549790263176;10;56.2189064025879;48.2587051391602;62.6865653991699
IDNrl2003;IDN;Indonesia;2003;rl;-0.859100699424744;0.17511297762394;11;23.3830852508545;14.4278602600098;34.3283576965332
IRNrl2003;IRN;Iran, Islamic Rep.;2003;rl;-0.680515766143799;0.200474232435226;8;29.3532333374023;16.9154224395752;42.7860679626465
IRQrl2003;IRQ;Iraq;2003;rl;-1.64462292194366;0.227378204464912;5;1.99004971981049;0;8.4577112197876
IRLrl2003;IRL;Ireland;2003;rl;1.48246681690216;0.181739091873169;8;90.5472640991211;85.0746231079102;95.0248718261719
ISRrl2003;ISR;Israel;2003;rl;0.910984516143799;0.180013313889503;9;80.0995025634766;68.1592025756836;85.0746231079102
ITArl2003;ITA;Italy;2003;rl;0.688429892063141;0.180013313889503;9;69.651741027832;62.6865653991699;83.0845794677734
JAMrl2003;JAM;Jamaica;2003;rl;-0.500723600387573;0.189340472221375;9;38.8059692382812;25.3731346130371;46.2686576843262
JPNrl2003;JPN;Japan;2003;rl;1.16399013996124;0.180013313889503;9;84.5771179199219;79.1044769287109;90.0497512817383
JEYrl2003;JEY;Jersey, Channel Islands;2003;rl;..;..;..;..;..;..
JORrl2003;JOR;Jordan;2003;rl;0.324614763259888;0.176700413227081;10;61.6915435791016;53.233829498291;68.1592025756836
KAZrl2003;KAZ;Kazakhstan;2003;rl;-1.09689700603485;0.18250036239624;10;15.4228858947754;6.46766185760498;25.3731346130371
KENrl2003;KEN;Kenya;2003;rl;-0.923378527164459;0.184147104620934;11;19.9004974365234;10.945273399353;30.8457717895508
KIRrl2003;KIR;Kiribati;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
PRKrl2003;PRK;Korea, Dem. Rep.;2003;rl;-1.16723418235779;0.241964906454086;7;12.4378108978271;2.48756217956543;26.3681583404541
KORrl2003;KOR;Korea, Rep.;2003;rl;0.800298810005188;0.175549790263176;10;72.1393051147461;65.1741256713867;84.0796051025391
KSVrl2003;KSV;Kosovo;2003;rl;-0.833982408046722;0.379185646772385;2;24.3781089782715;5.97014904022217;45.2736320495605
KWTrl2003;KWT;Kuwait;2003;rl;0.548373997211456;0.207200422883034;7;66.6666641235352;58.2089538574219;79.6019897460937
KGZrl2003;KGZ;Kyrgyz Republic;2003;rl;-0.760160028934479;0.217467710375786;8;26.8656711578369;14.4278602600098;41.2935333251953
LAOrl2003;LAO;Lao PDR;2003;rl;-1.38021075725555;0.249978721141815;6;6.96517419815063;0.497512429952621;16.9154224395752
LVArl2003;LVA;Latvia;2003;rl;0.581859409809113;0.173981308937073;11;67.6616897583008;60.6965179443359;79.1044769287109
LBNrl2003;LBN;Lebanon;2003;rl;-0.346831738948822;0.200474232435226;8;43.2835807800293;29.3532333374023;51.243782043457
LSOrl2003;LSO;Lesotho;2003;rl;0.0846633911132812;0.255959123373032;5;54.7263679504395;43.2835807800293;64.6766204833984
LBRrl2003;LBR;Liberia;2003;rl;-1.53364610671997;0.282549381256104;5;3.98009943962097;0;15.9203977584839
LBYrl2003;LBY;Libya;2003;rl;-0.907567977905273;0.202866226434708;7;21.3930339813232;9.95024871826172;34.3283576965332
LIErl2003;LIE;Liechtenstein;2003;rl;1.27146780490875;0.335184574127197;2;88.059700012207;70.1492538452148;95.0248718261719
LTUrl2003;LTU;Lithuania;2003;rl;0.485247015953064;0.173981308937073;11;64.6766204833984;58.2089538574219;70.6467666625977
LUXrl2003;LUX;Luxembourg;2003;rl;1.82702851295471;0.215583145618439;6;95.5223846435547;90.0497512817383;100
MACrl2003;MAC;Macao SAR, China;2003;rl;1.22844505310059;0.355438649654388;1;86.5671615600586;68.1592025756836;95.0248718261719
MDGrl2003;MDG;Madagascar;2003;rl;-0.246573522686958;0.223091095685959;8;44.7761192321777;32.3383102416992;55.7213935852051
MWIrl2003;MWI;Malawi;2003;rl;-0.180311486124992;0.184655264019966;10;46.766170501709;38.8059692382812;56.2189064025879
MYSrl2003;MYS;Malaysia;2003;rl;0.466075152158737;0.17511297762394;11;63.6815910339355;57.7114410400391;70.1492538452148
MDVrl2003;MDV;Maldives;2003;rl;0.0794467329978943;0.31847807765007;3;54.2288551330566;39.8009948730469;68.1592025756836
MLIrl2003;MLI;Mali;2003;rl;0.0300825759768486;0.215535089373589;9;53.233829498291;43.2835807800293;62.6865653991699
MLTrl2003;MLT;Malta;2003;rl;1.53995966911316;0.242809072136879;5;92.5373153686523;84.0796051025391;99.5024871826172
MHLrl2003;MHL;Marshall Islands;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
MTQrl2003;MTQ;Martinique;2003;rl;0.965852797031403;0.355438649654388;1;83.0845794677734;62.6865653991699;92.5373153686523
MRTrl2003;MRT;Mauritania;2003;rl;-0.616726696491241;0.263399660587311;5;31.8407955169678;16.9154224395752;46.2686576843262
MUSrl2003;MUS;Mauritius;2003;rl;0.924558162689209;0.193107113242149;8;81.0945281982422;68.1592025756836;86.5671615600586
MEXrl2003;MEX;Mexico;2003;rl;-0.377902716398239;0.172536686062813;11;42.2885589599609;29.3532333374023;49.7512435913086
FSMrl2003;FSM;Micronesia, Fed. Sts.;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
MDArl2003;MDA;Moldova;2003;rl;-0.539445102214813;0.18250036239624;10;36.8159217834473;23.3830852508545;44.7761192321777
MCOrl2003;MCO;Monaco;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
MNGrl2003;MNG;Mongolia;2003;rl;0.298580944538116;0.246205434203148;6;61.1940307617187;49.7512435913086;69.651741027832
MNErl2003;MNE;Montenegro;2003;rl;-0.175401419401169;0.379185646772385;2;47.2636833190918;25.3731346130371;63.1840782165527
MARrl2003;MAR;Morocco;2003;rl;-0.112911000847816;0.188792765140533;10;49.2537307739258;40.7960205078125;58.2089538574219
MOZrl2003;MOZ;Mozambique;2003;rl;-0.701580405235291;0.184655264019966;10;28.8557205200195;16.9154224395752;41.2935333251953
MMRrl2003;MMR;Myanmar;2003;rl;-1.7036999464035;0.200474232435226;8;1.49253726005554;0;6.96517419815063
NAMrl2003;NAM;Namibia;2003;rl;0.288175642490387;0.186519429087639;9;60.6965179443359;51.243782043457;68.1592025756836
NRUrl2003;NRU;Nauru;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
NPLrl2003;NPL;Nepal;2003;rl;-0.610630810260773;0.248722314834595;7;32.8358192443848;16.9154224395752;45.7711448669434
NLDrl2003;NLD;Netherlands;2003;rl;1.70947313308716;0.180013313889503;9;95.0248718261719;89.5522384643555;100
ANTrl2003;ANT;Netherlands Antilles (former);2003;rl;..;..;..;..;..;..
NZLrl2003;NZL;New Zealand;2003;rl;1.84832954406738;0.180013313889503;9;97.0149230957031;92.5373153686523;100
NICrl2003;NIC;Nicaragua;2003;rl;-0.560249149799347;0.185059979557991;11;34.825870513916;22.8855724334717;44.2786064147949
NERrl2003;NER;Niger;2003;rl;-0.522455036640167;0.241964906454086;7;37.3134346008301;20.3980102539062;48.756217956543
NGArl2003;NGA;Nigeria;2003;rl;-1.51251006126404;0.184147104620934;11;4.97512435913086;0.497512429952621;11.4427862167358
NIUrl2003;NIU;Niue;2003;rl;..;..;..;..;..;..
MKDrl2003;MKD;North Macedonia;2003;rl;-0.506772220134735;0.176890060305595;10;38.3084564208984;25.3731346130371;45.2736320495605
NORrl2003;NOR;Norway;2003;rl;1.88110423088074;0.180013313889503;9;97.5124359130859;93.0348281860352;100
OMNrl2003;OMN;Oman;2003;rl;0.46612486243248;0.209844574332237;6;64.1791076660156;56.2189064025879;73.1343307495117
PAKrl2003;PAK;Pakistan;2003;rl;-0.920624613761902;0.188792765140533;10;20.3980102539062;9.95024871826172;32.3383102416992
PLWrl2003;PLW;Palau;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
PANrl2003;PAN;Panama;2003;rl;-0.140504896640778;0.185575753450394;10;48.756217956543;39.8009948730469;57.7114410400391
PNGrl2003;PNG;Papua New Guinea;2003;rl;-0.945253908634186;0.221797972917557;6;18.9054718017578;8.4577112197876;33.8308448791504
PRYrl2003;PRY;Paraguay;2003;rl;-1.05233979225159;0.185575753450394;10;16.9154224395752;7.46268653869629;27.3631839752197
PERrl2003;PER;Peru;2003;rl;-0.588656902313232;0.185575753450394;10;33.8308448791504;21.8905467987061;44.2786064147949
PHLrl2003;PHL;Philippines;2003;rl;-0.550385236740112;0.175549790263176;10;35.8208961486816;23.3830852508545;44.2786064147949
POLrl2003;POL;Poland;2003;rl;0.510291218757629;0.163100957870483;12;65.1741256713867;59.2039794921875;71.1442794799805
PRTrl2003;PRT;Portugal;2003;rl;1.27625250816345;0.180013313889503;9;88.5572128295898;83.0845794677734;93.0348281860352
PRIrl2003;PRI;Puerto Rico;2003;rl;0.703260600566864;0.355438649654388;1;70.1492538452148;56.2189064025879;88.5572128295898
QATrl2003;QAT;Qatar;2003;rl;0.424307197332382;0.207200422883034;7;63.1840782165527;54.2288551330566;70.1492538452148
ROMrl2003;ROM;Romania;2003;rl;-0.210054367780685;0.163100957870483;12;45.7711448669434;39.3034820556641;53.7313423156738
RUSrl2003;RUS;Russian Federation;2003;rl;-0.957668244838715;0.163100957870483;12;17.9104480743408;10.945273399353;28.8557205200195
RWArl2003;RWA;Rwanda;2003;rl;-0.95822137594223;0.249978721141815;6;17.412935256958;6.96517419815063;35.8208961486816
REUrl2003;REU;Réunion;2003;rl;..;..;..;..;..;..
WSMrl2003;WSM;Samoa;2003;rl;1.27146780490875;0.335184574127197;2;88.059700012207;70.1492538452148;95.0248718261719
SMRrl2003;SMR;San Marino;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
SAUrl2003;SAU;Saudi Arabia;2003;rl;0.108946494758129;0.200474232435226;8;55.7213935852051;44.7761192321777;63.1840782165527
SENrl2003;SEN;Senegal;2003;rl;-0.0520304851233959;0.184655264019966;10;50.7462692260742;42.7860679626465;59.7014923095703
SRBrl2003;SRB;Serbia;2003;rl;-0.904821991920471;0.185485854744911;10;21.8905467987061;11.4427862167358;33.3333320617676
SYCrl2003;SYC;Seychelles;2003;rl;0.764780938625336;0.31847807765007;3;70.6467666625977;59.2039794921875;88.5572128295898
SLErl2003;SLE;Sierra Leone;2003;rl;-1.19470548629761;0.240824952721596;8;11.9402980804443;2.48756217956543;25.3731346130371
SGPrl2003;SGP;Singapore;2003;rl;1.53715085983276;0.175549790263176;10;92.0398025512695;87.0646743774414;95.0248718261719
SVKrl2003;SVK;Slovak Republic;2003;rl;0.331788569688797;0.163100957870483;12;62.1890563964844;53.7313423156738;68.1592025756836
SVNrl2003;SVN;Slovenia;2003;rl;0.849399566650391;0.163100957870483;12;79.1044769287109;67.6616897583008;84.0796051025391
SLBrl2003;SLB;Solomon Islands;2003;rl;0.210127502679825;0.730082154273987;1;58.7064666748047;16.9154224395752;89.5522384643555
SOMrl2003;SOM;Somalia;2003;rl;-2.04828476905823;0.294366419315338;4;0;0;2.48756217956543
ZAFrl2003;ZAF;South Africa;2003;rl;0.0375992655754089;0.171796157956123;11;53.7313423156738;44.7761192321777;61.1940307617187
SSDrl2003;SSD;South Sudan;2003;rl;..;..;..;..;..;..
ESPrl2003;ESP;Spain;2003;rl;1.24776077270508;0.180013313889503;9;87.0646743774414;82.0895538330078;92.5373153686523
LKArl2003;LKA;Sri Lanka;2003;rl;0.244941875338554;0.188792765140533;10;59.7014923095703;49.7512435913086;66.6666641235352
KNArl2003;KNA;St. Kitts and Nevis;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
LCArl2003;LCA;St. Lucia;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
VCTrl2003;VCT;St. Vincent and the Grenadines;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
SDNrl2003;SDN;Sudan;2003;rl;-1.55695199966431;0.218682587146759;7;3.48258709907532;0;11.4427862167358
SURrl2003;SUR;Suriname;2003;rl;-0.0528743378818035;0.254073470830917;6;50.2487564086914;39.3034820556641;62.6865653991699
SWErl2003;SWE;Sweden;2003;rl;1.88671100139618;0.180013313889503;9;98.0099487304687;93.0348281860352;100
CHErl2003;CHE;Switzerland;2003;rl;1.89939785003662;0.180013313889503;9;98.5074615478516;93.0348281860352;100
SYRrl2003;SYR;Syrian Arab Republic;2003;rl;-0.483061969280243;0.202866226434708;7;39.3034820556641;25.3731346130371;48.2587051391602
STPrl2003;STP;São Tomé and Principe;2003;rl;-0.218190565705299;0.31847807765007;3;45.2736320495605;27.3631839752197;61.1940307617187
TWNrl2003;TWN;Taiwan, China;2003;rl;0.947547614574432;0.175549790263176;10;82.0895538330078;68.6567153930664;86.5671615600586
TJKrl2003;TJK;Tajikistan;2003;rl;-1.06657803058624;0.217467710375786;8;16.4179096221924;6.46766185760498;28.3582096099854
TZArl2003;TZA;Tanzania;2003;rl;-0.308773815631866;0.184655264019966;10;43.7810935974121;32.3383102416992;51.243782043457
THArl2003;THA;Thailand;2003;rl;0.153711155056953;0.175549790263176;10;57.2139320373535;48.756217956543;63.1840782165527
TMPrl2003;TMP;Timor-Leste;2003;rl;-0.429828256368637;0.315892070531845;4;40.2985076904297;18.4079608917236;54.7263679504395
TGOrl2003;TGO;Togo;2003;rl;-0.955924153327942;0.241964906454086;7;18.4079608917236;7.46268653869629;34.825870513916
TONrl2003;TON;Tonga;2003;rl;-0.174448385834694;0.724850833415985;1;47.7611923217773;6.96517419815063;83.0845794677734
TTOrl2003;TTO;Trinidad and Tobago;2003;rl;0.234208837151527;0.197174519300461;7;59.2039794921875;49.7512435913086;66.6666641235352
TUNrl2003;TUN;Tunisia;2003;rl;-0.19057497382164;0.191351741552353;8;46.2686576843262;38.3084564208984;56.2189064025879
TKMrl2003;TKM;Turkmenistan;2003;rl;-1.31896460056305;0.220872178673744;6;8.4577112197876;1.49253726005554;17.9104480743408
TUVrl2003;TUV;Tuvalu;2003;rl;0.833284139633179;0.724850833415985;1;78.6069641113281;42.7860679626465;100
TURrl2003;TUR;Türkiye;2003;rl;0.103039585053921;0.175378188490868;11;55.2238807678223;46.2686576843262;62.6865653991699
UGArl2003;UGA;Uganda;2003;rl;-0.540637612342834;0.184147104620934;11;36.3184089660645;23.3830852508545;44.7761192321777
UKRrl2003;UKR;Ukraine;2003;rl;-0.823217570781708;0.173981308937073;11;24.8756217956543;14.4278602600098;36.8159217834473
ARErl2003;ARE;United Arab Emirates;2003;rl;0.544806301593781;0.204450085759163;7;66.1691513061523;58.2089538574219;79.6019897460937
GBRrl2003;GBR;United Kingdom;2003;rl;1.6673995256424;0.180013313889503;9;94.0298538208008;89.5522384643555;100
USArl2003;USA;United States;2003;rl;1.55444955825806;0.181739091873169;8;93.0348281860352;87.0646743774414;97.0149230957031
URYrl2003;URY;Uruguay;2003;rl;0.656516373157501;0.187468230724335;9;68.6567153930664;62.6865653991699;82.0895538330078
UZBrl2003;UZB;Uzbekistan;2003;rl;-1.24661719799042;0.185866191983223;9;9.95024871826172;3.48258709907532;18.9054718017578
VUTrl2003;VUT;Vanuatu;2003;rl;0.911131322383881;0.59114670753479;2;80.5970153808594;49.7512435913086;97.0149230957031
VENrl2003;VEN;Venezuela, RB;2003;rl;-1.33635425567627;0.172121942043304;12;7.96019887924194;1.99004971981049;16.4179096221924
VNMrl2003;VNM;Viet Nam;2003;rl;-0.636823534965515;0.188792765140533;10;30.348258972168;18.4079608917236;43.2835807800293
VIRrl2003;VIR;Virgin Islands (U.S.);2003;rl;..;..;..;..;..;..
WBGrl2003;WBG;West Bank and Gaza;2003;rl;-0.107248865067959;0.33569747209549;2;49.7512435913086;29.3532333374023;63.1840782165527
YEMrl2003;YEM;Yemen, Rep.;2003;rl;-1.2604101896286;0.202192962169647;8;9.45273590087891;2.48756217956543;19.4029846191406
ZMBrl2003;ZMB;Zambia;2003;rl;-0.381814122200012;0.184655264019966;10;41.7910461425781;28.8557205200195;49.7512435913086
ZWErl2003;ZWE;Zimbabwe;2003;rl;-1.60702157020569;0.184147104620934;11;2.48756217956543;0;8.4577112197876
AFGrq2003;AFG;Afghanistan;2003;rq;-1.46310782432556;0.235744684934616;2;4.86486482620239;1.62162160873413;15.1351346969604
ALBrq2003;ALB;Albania;2003;rq;-0.490216553211212;0.195296123623848;6;35.6756744384766;21.0810813903809;49.7297286987305
DZArq2003;DZA;Algeria;2003;rq;-0.481900811195374;0.190169274806976;6;36.2162170410156;21.0810813903809;49.1891899108887
ASMrq2003;ASM;American Samoa;2003;rq;..;..;..;..;..;..
ADOrq2003;ADO;Andorra;2003;rq;1.4146842956543;0.276095181703568;1;90.2702713012695;77.2972946166992;99.4594573974609
AGOrq2003;AGO;Angola;2003;rq;-1.18746745586395;0.194314166903496;5;11.8918914794922;4.32432413101196;18.9189186096191
AIArq2003;AIA;Anguilla;2003;rq;..;..;..;..;..;..
ATGrq2003;ATG;Antigua and Barbuda;2003;rq;0.682984054088593;0.276095181703568;1;70.8108139038086;61.6216201782227;81.6216201782227
ARGrq2003;ARG;Argentina;2003;rq;-0.691475629806519;0.181478023529053;7;24.8648643493652;17.8378372192383;40.5405387878418
ARMrq2003;ARM;Armenia;2003;rq;0.167570352554321;0.195296123623848;6;58.9189186096191;50.2702713012695;65.9459457397461
ABWrq2003;ABW;Aruba;2003;rq;..;..;..;..;..;..
AUSrq2003;AUS;Australia;2003;rq;1.57526314258575;0.198074474930763;6;92.9729766845703;86.4864883422852;100
AUTrq2003;AUT;Austria;2003;rq;1.53713607788086;0.198074474930763;6;91.8918914794922;85.405403137207;99.4594573974609
AZErq2003;AZE;Azerbaijan;2003;rq;-0.601958394050598;0.182908654212952;7;30.2702693939209;18.9189186096191;45.4054069519043
BHSrq2003;BHS;Bahamas, The;2003;rq;1.15390884876251;0.237729176878929;3;83.2432403564453;71.8918914794922;91.8918914794922
BHRrq2003;BHR;Bahrain;2003;rq;0.621469795703888;0.195213377475739;5;67.0270233154297;61.6216201782227;76.7567596435547
BGDrq2003;BGD;Bangladesh;2003;rq;-1.04474914073944;0.190169274806976;6;16.7567558288574;7.56756734848022;22.7027034759521
BRBrq2003;BRB;Barbados;2003;rq;1.12213635444641;0.264576822519302;2;81.6216201782227;70.8108139038086;91.8918914794922
BLRrq2003;BLR;Belarus;2003;rq;-1.30027616024017;0.195296123623848;6;8.64864826202393;3.24324321746826;17.8378372192383
BELrq2003;BEL;Belgium;2003;rq;1.28162622451782;0.198074474930763;6;87.0270233154297;77.2972946166992;93.5135116577148
BLZrq2003;BLZ;Belize;2003;rq;0.165346130728722;0.264576822519302;2;58.3783798217773;48.1081085205078;66.4864883422852
BENrq2003;BEN;Benin;2003;rq;-0.621432840824127;0.228452205657959;3;27.5675678253174;17.8378372192383;48.1081085205078
BMUrq2003;BMU;Bermuda;2003;rq;1.4146842956543;0.276095181703568;1;90.2702713012695;77.2972946166992;99.4594573974609
BTNrq2003;BTN;Bhutan;2003;rq;-0.0487161204218864;0.276095181703568;1;55.1351356506348;34.5945930480957;64.3243255615234
BOLrq2003;BOL;Bolivia;2003;rq;-0.152667000889778;0.190169274806976;6;50.8108100891113;37.8378372192383;57.8378372192383
BIHrq2003;BIH;Bosnia and Herzegovina;2003;rq;-0.466205179691315;0.194324851036072;6;37.8378372192383;21.0810813903809;51.8918914794922
BWArq2003;BWA;Botswana;2003;rq;0.844509065151215;0.190169274806976;6;72.9729766845703;65.9459457397461;83.2432403564453
BRArq2003;BRA;Brazil;2003;rq;0.196701481938362;0.181478023529053;7;60.5405387878418;52.972972869873;65.9459457397461
BRNrq2003;BRN;Brunei Darussalam;2003;rq;1.00117206573486;0.245979711413383;2;78.3783798217773;66.4864883422852;88.6486511230469
BGRrq2003;BGR;Bulgaria;2003;rq;0.668375253677368;0.178739950060844;8;68.6486511230469;63.7837829589844;77.2972946166992
BFArq2003;BFA;Burkina Faso;2003;rq;-0.361612886190414;0.21049390733242;4;42.7027015686035;24.3243236541748;55.1351356506348
BDIrq2003;BDI;Burundi;2003;rq;-1.20160675048828;0.235744684934616;2;11.3513517379761;3.24324321746826;21.0810813903809
KHMrq2003;KHM;Cambodia;2003;rq;-0.420781254768372;0.209279268980026;4;38.3783798217773;21.6216220855713;52.972972869873
CMRrq2003;CMR;Cameroon;2003;rq;-0.972793400287628;0.190169274806976;6;18.3783779144287;8.64864826202393;25.4054050445557
CANrq2003;CAN;Canada;2003;rq;1.52460896968842;0.198074474930763;6;91.3513488769531;85.405403137207;99.4594573974609
CPVrq2003;CPV;Cape Verde;2003;rq;-0.282602161169052;0.264576822519302;2;47.5675659179687;24.3243236541748;57.8378372192383
CYMrq2003;CYM;Cayman Islands;2003;rq;1.4146842956543;0.276095181703568;1;90.2702713012695;77.2972946166992;99.4594573974609
CAFrq2003;CAF;Central African Republic;2003;rq;-1.11956787109375;0.228452205657959;3;14.5945949554443;4.32432413101196;22.7027034759521
TCDrq2003;TCD;Chad;2003;rq;-1.0497282743454;0.220480918884277;4;16.2162170410156;7.56756734848022;24.8648643493652
CHLrq2003;CHL;Chile;2003;rq;1.3334413766861;0.181478023529053;7;88.6486511230469;78.9189224243164;94.594596862793
CHNrq2003;CHN;China;2003;rq;-0.392048835754395;0.181478023529053;7;41.0810813903809;24.8648643493652;52.972972869873
COLrq2003;COL;Colombia;2003;rq;-0.126518681645393;0.181478023529053;7;52.4324340820312;37.8378372192383;58.9189186096191
COMrq2003;COM;Comoros;2003;rq;-1.26821637153625;0.276095181703568;1;9.72972965240479;2.16216206550598;21.0810813903809
ZARrq2003;ZAR;Congo, Dem. Rep.;2003;rq;-1.68257701396942;0.216156929731369;3;2.70270276069641;0.540540516376495;8.10810852050781
COGrq2003;COG;Congo, Rep.;2003;rq;-1.16619169712067;0.237729176878929;3;12.972972869873;3.24324321746826;21.6216220855713
COKrq2003;COK;Cook Islands;2003;rq;..;..;..;..;..;..
CRIrq2003;CRI;Costa Rica;2003;rq;0.623164057731628;0.190169274806976;6;67.5675659179687;61.6216201782227;76.7567596435547
HRVrq2003;HRV;Croatia;2003;rq;0.466213047504425;0.178739950060844;8;65.9459457397461;58.9189186096191;71.8918914794922
CUBrq2003;CUB;Cuba;2003;rq;-1.45722651481628;0.195213377475739;5;5.40540552139282;1.62162160873413;13.5135135650635
CYPrq2003;CYP;Cyprus;2003;rq;1.18172955513;0.21634104847908;4;85.405403137207;72.4324340820312;91.3513488769531
CZErq2003;CZE;Czech Republic;2003;rq;1.13681435585022;0.171466156840324;9;82.1621627807617;72.9729766845703;90.2702713012695
CIVrq2003;CIV;Côte d'Ivoire;2003;rq;-0.751793324947357;0.195213377475739;5;22.7027034759521;15.1351346969604;37.8378372192383
DNKrq2003;DNK;Denmark;2003;rq;1.7327196598053;0.198074474930763;6;97.8378372192383;88.6486511230469;100
DJIrq2003;DJI;Djibouti;2003;rq;-0.730550408363342;0.264576822519302;2;23.2432441711426;12.972972869873;45.4054069519043
DMArq2003;DMA;Dominica;2003;rq;0.926884114742279;0.276095181703568;1;76.7567596435547;65.9459457397461;88.6486511230469
DOMrq2003;DOM;Dominican Republic;2003;rq;-0.39022970199585;0.190169274806976;6;41.6216201782227;24.3243236541748;52.972972869873
ECUrq2003;ECU;Ecuador;2003;rq;-0.723995983600616;0.190169274806976;6;24.3243236541748;16.7567558288574;38.9189186096191
EGYrq2003;EGY;Egypt, Arab Rep.;2003;rq;-0.574796617031097;0.190169274806976;6;32.4324340820312;18.9189186096191;48.1081085205078
SLVrq2003;SLV;El Salvador;2003;rq;-0.246245339512825;0.190169274806976;6;48.6486473083496;33.5135116577148;56.7567558288574
GNQrq2003;GNQ;Equatorial Guinea;2003;rq;-1.43353641033173;0.235983565449715;3;6.48648643493652;1.62162160873413;16.2162170410156
