Country,Year,GDP growth (annual %),"Population, total",Gini index,"School enrollment, secondary (% gross)",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),General government final consumption expenditure (% of GDP),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade Openness (% of GDP),"Inflation, consumer prices (annual %)",Rule of Law - estimate,Rule of Law - pctrank,Inequality Index
Guatemala,2011,4.16390688293349,14792126,..,53.0007400512695,..,..,10.3584830794978,27.0677057848772,37.9793452571685,65.0470510420457,6.21412393067091,-1.03141474723816,15.4929580688477,
Guatemala,2012,2.97470856847661,15089647,..,53.3110084533691,..,..,10.5135030709737,25.267092636425,36.6923266987792,61.9594193352042,3.78180754679678,-1.08391964435577,13.6150236129761,
Guatemala,2013,3.69481919881751,15387337,..,53.4995193481445,..,..,11.2879486082846,21.9981553963722,34.687065356075,56.68522075244721,4.34337131279521,-1.09425866603851,13.6150236129761,
Guatemala,2014,4.44397758285268,15681725,48.3,53.089958190918,9.5,25.9,11.2553849306527,21.7443629245636,33.3389163566937,55.083279281257305,3.4183616966296,-0.956323862075806,15.384614944458,
Guatemala,2015,4.09217081621244,15971743,..,54.9180488586426,..,..,11.0881085257885,19.8299076925978,30.0635456298848,49.8934533224826,2.38872032839551,-0.95410692691803,15.7142858505249,
Guatemala,2016,2.67780255532826,16268760,..,54.3751907348633,..,..,10.440352787248,18.7530892947864,27.6196482241031,46.372737518889494,4.44844199942827,-1.03206479549408,15.2380952835083,
Guatemala,2017,3.07985149125689,16567357,..,54.0077896118164,..,..,10.572823006819,18.4950463014753,27.5743740998868,46.069420401362095,4.42453655182538,-1.07728862762451,12.8571424484253,
Guatemala,2018,3.40687339997949,16845685,..,54.1130104064941,..,..,11.120258551506,18.1693265265636,28.8423555448314,47.011682071395,3.75186186704516,-1.0757360458374,13.8095235824585,
Guatemala,2019,4.0178979343828,17103803,..,52.6072883605957,..,..,11.1070048234102,17.6119761529528,27.9047665962287,45.5167427491815,3.69998398008598,-1.10042715072632,12.8571424484253,
Guatemala,2020,-1.78555194467604,17357325,..,51.9058113098145,..,..,11.4719704888172,16.3436127212207,24.7971489282314,41.1407616494521,3.21444062197352,-1.10039258003235,13.3333330154419,
Guatemala,2021,8.03326771516488,17598650,..,48.3225402832031,..,..,11.2293378677109,17.6249043163115,31.6229651082327,49.247869424544206,4.26105127422813,-1.11025655269623,13.3333330154419,
Guatemala,2022,4.20015588892568,17847877,..,46.1119003295898,..,..,11.4755424721517,18.9476636799436,35.4851744015124,54.432838081456,6.88512823344287,-1.12746357917786,13.2075471878052,
Guatemala,2023,3.52679214166824,18124838,..,47.6308784484863,..,..,11.2304577661884,16.5614935385372,31.6269582863156,48.1884518248528,6.20657592272126,-1.07527709007263,15.5660381317139,
Guatemala,2024,..,..,..,..,..,..,..,..,..,,2.86919482222022,,,
Honduras,1975,2.13068176281659,3193234,..,14.8244895935059,..,..,12.3665480427046,30.6939501779359,39.6797153024911,70.373665480427,8.3761625062971,,,
Honduras,1976,10.5006930565193,3294457,..,16.1155700683594,..,..,12.90801234822,33.7166184612989,38.1676572020644,71.8842756633633,4.88341895790898,,,
Honduras,1977,10.3838890902115,3398655,..,23.2745494842529,..,..,12.4887694665699,34.8307916990354,39.263256641607,74.0940483406424,8.43470771895128,,,
Honduras,1978,5.96621180718928,3505463,..,26.6278800964356,..,..,6.73179537599678,31.0230625229979,39.8702534519635,70.8933159749614,5.74832464618229,,,
Honduras,1979,5.60992669232493,3614981,..,26.4736499786377,..,..,6.95486424709978,32.9555055789732,41.7424893196841,74.6979948986573,12.1353558926061,,,
Honduras,1980,0.599354052523609,3727173,..,29.4687690734863,..,..,8.19019384884961,33.1471283353575,45.2485991413059,78.39572747666341,18.0615430355956,,,
Honduras,1981,-1.22203502400183,3841778,..,..,..,..,8.91467287927425,30.3647280009284,41.7500652644623,72.1147932653907,9.40569126142496,,,
Honduras,1982,-2.07466089514611,3958728,..,32.5159797668457,..,..,8.8831521580797,24.9892781789054,30.3209449205458,55.3102230994512,8.98262170616892,,,
Honduras,1983,0.905693883893989,4078174,..,33.4705581665039,..,..,9.01334138373266,24.7538388951809,31.9129682991949,56.6668071943758,8.2528116584826,,,
Honduras,1984,6.32729576086231,4199850,..,34.1208610534668,..,..,8.91093004224915,23.8892410729977,34.3483547682166,58.2375958412143,4.72636815920389,,,
Honduras,1985,5.6262348492034,4323342,..,36.9912300109863,..,..,9.02783445008222,23.8250396210505,32.7095054099712,56.5345450310217,3.36267523608605,,,
Honduras,1986,5.33077441753558,4448899,..,34.8403205871582,..,..,9.57232075718821,24.5480570930316,30.1550606994958,54.703117792527394,4.35272383207559,,,
Honduras,1987,6.63835598040356,4576910,..,..,..,..,9.53877673565527,21.2030275447687,27.5165406764238,48.7195682211925,2.48715402223898,,,
Honduras,1988,1.7460338067292,4707677,..,..,..,..,9.51042345184195,24.3422141740479,30.9030945863113,55.2453087603592,4.49125763640182,,,
Honduras,1989,2.72784892932417,4841838,55.4,..,40,60,9.36282027110879,27.9970048230042,35.7803362367954,63.777341059799596,9.85040925769098,,,
Honduras,1990,2.7917489495977,4980488,55.9,..,42,62.3,8.00754209652464,31.716054516808,39.2920137662249,71.0080682830329,23.3225664366467,,,
Honduras,1991,-3.31930842303754,5123792,51.8,31.1649303436279,30.8,54.4,7.15742987932909,33.8489914277012,40.7977423726367,74.6467338003379,33.9722602535864,,,
Honduras,1992,6.07368787706019,5271431,51.8,..,27,50,7.9874994419604,33.4084029509583,42.8478473041468,76.2562502551051,8.75988625255494,,,
Honduras,1993,6.49571820818859,5423249,53.4,30.3169803619385,21.4,43.4,7.49149806860769,36.7751279423271,47.5773544990343,84.3524824413614,10.748646716372,,,
Honduras,1994,0.21190349864257,5579242,55,..,24.3,43.7,7.12162952679656,44.5134996866406,55.8043255742804,100.317825260921,21.729346883819,,,
Honduras,1995,6.18930455759235,5739637,55.5,..,26.2,46.1,6.81525713421117,48.4351276518916,54.0137547215984,102.44888237349,29.4645292281585,,,
Honduras,1996,1.87077629388163,5903954,55.7,..,28.6,48.9,7.37862240640289,54.7594046632038,60.6914429643047,115.4508476275085,23.8378353073358,-0.9293492436409,21.1055278778076,
Honduras,1997,4.59808306248539,6071454,52.7,..,19.6,38.1,7.18689611084789,57.0026475295202,61.8457115128153,118.8483590423355,20.1998667554962,,,
Honduras,1998,3.59023303357911,6234431,57.3,..,24.5,40.2,8.25635683327832,57.7965578038389,64.2539103994588,122.0504682032977,13.6681077485869,-0.885578393936157,22.May,
Honduras,1999,-0.735651085447699,6400463,55.2,..,24.9,41.5,9.47979854278701,52.9289434584401,67.1971456624257,120.1260891208658,11.66374097913,,,
Honduras,2000,7.29128815869618,6577773,..,..,..,..,13.4084733653246,53.972182998888,66.4199815853478,120.3921645842358,11.0480349344976,-0.998041212558746,19.9004974365234,
Honduras,2001,2.72319327321379,6757993,55.4,..,19.8,34,14.687410537623,51.3817002306282,64.5613715073255,115.9430717379537,9.67415556865377,,,
Honduras,2002,3.75433786119939,6938859,55.7,..,22,38,14.9755432131836,52.730582054494,65.2668723958051,117.9974544502991,7.69050972034271,-0.879591941833496,22.3880596160889,
Honduras,2003,4.54703805165397,7119213,58.1,..,26.5,43.3,14.9208291963607,54.0940274951722,68.154249680362,122.2482771755342,7.67416639397937,-0.936451733112335,19.4029846191406,
Honduras,2004,6.23230296069102,7298994,58.1,..,25.4,42,15.0107580143337,58.4229834527808,77.0387752890733,135.4617587418541,8.1137909709338,-0.850290715694427,21.634614944458,
Honduras,2005,6.05059922215973,7478355,59.5,..,25.1,39.8,15.5226141975342,59.0058417153113,77.4839263031749,136.4897680184862,8.80906074819819,-0.771100759506226,27.7511959075928,
Honduras,2006,6.56724355177587,7656832,57.5,57.3545684814453,21.1,35.1,15.0037811215388,56.0546420538277,77.0771930504925,133.1318351043202,5.57775207654298,-0.98868316411972,17.2248802185059,
Honduras,2007,6.18832716678008,7834798,55.8,59.2733383178711,15.6,30.2,16.6023739634675,53.5090115392915,81.5616233786251,135.0706349179166,6.93621470895774,-0.928942918777466,20.0956935882568,
Honduras,2008,4.23160011009342,8012587,55.5,59.3647994995117,15.2,28.9,17.1148275892292,51.3252766875914,84.4236785054621,135.74895519305352,11.4034270813932,-0.971363067626953,18.75,
Honduras,2009,-2.43162787988011,8189899,51.3,..,12.3,25.7,18.6997382744106,39.5302508197518,57.3747551991386,96.90500601889039,5.49634273772208,-0.895501971244812,19.9052124023437,
Honduras,2010,3.73114034433009,8365878,53.1,66.0755767822266,13.8,27.8,17.9264315738123,45.7589061967483,63.6829320449336,109.4418382416819,4.69889064976226,-0.875314056873322,22.274881362915,
Honduras,2011,3.83569066207505,8540583,52.6,65.6973037719727,14.3,28.1,16.0643683897277,51.2576866755535,70.9592159217832,122.2169025973367,6.7622795731476,-0.905360877513885,20.1877937316895,
Honduras,2012,4.12868774866939,8715076,53.4,64.1757583618164,17,32.8,16.2017830432394,50.9027988216362,70.2854169866486,121.18821580828481,5.19618615531848,-1.1464250087738,9.85915470123291,
Honduras,2013,2.79155975746801,8889278,50,61.5013999938965,14.6,29.2,16.7338132476973,47.9414903194725,68.3645589279634,116.30604924743591,5.16189898581494,-1.17302989959717,11.2676057815552,
Honduras,2014,3.0580805621437,9063122,49.9,49.1755714416504,13.3,28.8,15.3323115474268,47.5626547300206,65.4124425546899,112.9750972847105,6.12924930313022,-0.943307340145111,16.3461532592773,
Honduras,2015,3.84007997093951,9237305,49.2,50.0197715759277,13,28.6,14.3052467695847,45.1667574562581,62.097647897982,107.2644053542401,3.15783117980923,-0.942611634731293,16.6666660308838,
Honduras,2016,3.89297219726413,9412380,49.8,50.6989898681641,14.6,28.3,14.1139360855006,42.7141047814182,57.1016121691742,99.8157169505924,2.72461223295289,-1.1369264125824,11.4285717010498,
Honduras,2017,4.84291391050387,9588137,49.4,50.7352905273438,13.9,27.5,13.4984164607115,43.0938548370178,58.7192562426045,101.8131110796223,3.93436084442044,-1.06041383743286,13.8095235824585,
Honduras,2018,3.84499476966735,9765210,48.9,..,14.2,27.2,13.4622514861767,41.4548165613247,62.0963456541272,103.5511622154519,4.34734937777528,-1.05719459056854,15.2380952835083,
Honduras,2019,2.55963434592314,9943633,48.2,64.1083908081055,12.7,26.4,13.879034545863,40.2189637388964,59.2410142548624,99.4599779937588,4.36587159819267,-1.0414981842041,14.7619047164917,
Honduras,2020,-8.96508223267296,10119640,..,56.8269882202148,..,..,15.6611069089394,35.8751401030378,52.1257162805914,88.0008563836292,3.46841177951184,-1.01033341884613,16.6666660308838,
Honduras,2021,12.5652843771279,10289877,..,54.5551300048828,..,..,15.6740308613565,39.3653983599255,64.0072450999929,103.37264345991841,4.48087963413445,-1.08797383308411,15.2380952835083,
Honduras,2022,4.14356194013767,10463872,..,54.1617584228516,..,..,14.2760938647873,42.4391817948962,70.2593431190701,112.6985249139663,9.08963911525025,-1.0175416469574,17.4528293609619,
Honduras,2023,3.58260362632656,10644851,..,55.1028709411621,..,..,14.4211359158095,37.010574858456,60.9429036101699,97.9534784686259,6.66325180347457,-1.09500813484192,15.0943393707275,
Honduras,2024,..,..,..,..,..,..,..,..,..,,4.60621098127107,,,
Nicaragua,1975,-0.153246894342743,2816943,..,23.8893394470215,..,..,9.04787613759541,28.0427575160875,36.9397294408441,64.9824869569316,..,,,
Nicaragua,1976,5.20945449847707,2903851,..,25.9989490509033,..,..,9.33815749523287,32.9947207313356,31.8420421352083,64.83676286654389,..,,,
Nicaragua,1977,8.36848053029937,2992534,..,29.6623001098633,..,..,8.90554307542527,32.0913335247534,37.426494952335,69.5178284770884,..,,,
Nicaragua,1978,-7.83880037064259,3080314,..,27.0586700439453,..,..,11.7533290977513,34.4096982244765,31.2492914572312,65.65898968170771,..,,,
Nicaragua,1979,-26.478788867521,3164525,..,29.4854202270508,..,..,17.8503028442233,42.0245802111015,28.1323627531523,70.1569429642538,..,,,
Nicaragua,1980,4.6117322795338,3252403,..,36.2196502685547,..,..,19.7275804550111,24.2288003565564,43.268361668355,67.4971620249114,..,,,
Nicaragua,1981,5.36329018938126,3345674,..,..,..,..,21.9381669244575,22.3441657136051,41.7809968054086,64.1251625190137,..,,,
Nicaragua,1982,-0.816361918743468,3438745,..,33.3081398010254,..,..,23.4431778049136,15.9788215068685,26.0552263979111,42.0340479047796,..,,,
Nicaragua,1983,4.61321162700499,3530282,..,37.0756912231445,..,..,31.4440118919771,19.4003055985003,29.9926178819349,49.3929234804352,..,,,
Nicaragua,1984,-1.56609391319724,3619104,..,32.6817283630371,..,..,35.3386650576044,16.4430387120894,29.4508112745012,45.893849986590595,..,,,
Nicaragua,1985,-4.08185148731935,3706479,..,28.3463897705078,..,..,35.730704667712,14.7661996358725,21.8262615052929,36.5924611411654,..,,,
Nicaragua,1986,-1.01730916120101,3794157,..,29.2909603118896,..,..,35.3510782850756,12.7763132744146,20.8316025001169,33.6079157745315,..,,,
Nicaragua,1987,-0.706352941499915,3882164,..,31.7915592193604,..,..,34.2330672335019,11.7706828687163,13.7603664802564,25.5310493489727,..,,,
Nicaragua,1988,-12.4498220367125,3972320,..,31.7397708892822,..,..,32.2084003856666,17.980878530468,58.2702051552781,76.2510836857461,..,,,
Nicaragua,1989,-1.73821633052118,4066476,..,31.1931896209717,..,..,26.6969508807477,32.5370110134318,65.1916729304879,97.72868394391969,..,,,
Nicaragua,1990,-0.0524997212688305,4162559,..,34.6021995544434,..,..,43.4792056528719,24.9483592559642,46.3424548271313,71.2908140830955,..,,,
Nicaragua,1991,-0.189281493926757,4259637,..,40.4760093688965,..,..,20.5506391347099,21.82198401817,52.505989723988,74.32797374215801,..,,,
Nicaragua,1992,0.386346578416166,4357026,..,40.7747917175293,..,..,19.6720214190094,17.2512271307452,53.2663989290495,70.51762605979471,..,,,
Nicaragua,1993,-0.392936046663081,4453732,57.1,41.5942306518555,38.3,58.6,17.5887250569794,20.42792688032,47.858039908833,68.28596678915301,..,,,
Nicaragua,1994,3.33772611282539,4549316,..,42.5326881408691,..,..,7.49096592667875,13.1398768688125,25.9413394233817,39.0812162921942,..,,,
Nicaragua,1995,5.91190793658714,4642931,..,44.4172096252441,..,..,7.51657999473092,16.0950862533839,27.9447081523625,44.039794405746406,..,,,
Nicaragua,1996,6.3442683605154,4729974,..,..,..,..,7.34507965495221,16.8473581081537,31.6354801891617,48.482838297315396,..,-0.515926837921143,35.1758804321289,
Nicaragua,1997,3.96665092760821,4809573,..,..,..,..,6.91524311357816,19.4195451837514,38.5859854650092,58.0055306487606,..,,,
Nicaragua,1998,3.71168146396694,4883655,54.4,46.1412010192871,25.8,48,7.12629932963073,19.3344405147071,37.6792745533298,57.0137150680369,..,-0.605091035366058,33,
Nicaragua,1999,7.03597046350201,4954018,..,51.2359886169434,..,..,8.227810985919,18.5302795190448,44.0073650017969,62.537644520841695,..,,,
Nicaragua,2000,4.10159025073438,5022633,..,52.7258491516113,..,..,8.67671427742945,20.1081658866931,41.1903315733091,61.2984974600022,7.06991352252517,-0.862790763378143,26.3681583404541,
Nicaragua,2001,2.96084349057273,5087825,52.9,55.628791809082,17.8,40.1,8.96260821490308,19.0419108824493,38.9382206647775,57.980131547226804,5.98604186279518,,,
Nicaragua,2002,0.753938876079573,5149909,..,59.805908203125,..,..,8.74502652362897,18.8471358845682,39.2441485235103,58.091284408078494,3.75017465778466,-0.677636325359344,32.3383102416992,
Nicaragua,2003,2.52073289551447,5210963,..,..,..,..,9.18469723668059,20.704998914845,41.4700669729064,62.1750658877514,5.30238773219936,-0.560249149799347,34.825870513916,
Nicaragua,2004,5.31217056950739,5272912,..,64.1583480834961,..,..,9.08413312739566,23.0598557398256,44.1354610401784,67.19531678000399,8.47021063584077,-0.788531184196472,24.0384616851807,
Nicaragua,2005,4.28239833770654,5342105,48.8,66.9869766235352,9.1,29.3,9.42815325263766,24.3821308946094,47.2635928126897,71.6457237072991,9.59909986064425,-0.614661514759064,33.4928245544434,
Nicaragua,2006,4.15319958790397,5418855,..,66.5023880004883,..,..,15.1660243356502,31.266934818829,56.0426799508575,87.3096147696865,9.1401996677772,-0.752042233943939,27.2727279663086,
Nicaragua,2007,5.07581749945302,5497243,..,69.1894378662109,..,..,14.0181524778936,33.0636505027346,59.9615921022848,93.0252426050194,11.1269347446118,-0.788387358188629,24.4019145965576,
Nicaragua,2008,3.43477216304957,5576593,..,67.561653137207,..,..,13.8382279680684,34.470419557478,62.3236655690696,96.7940851265476,19.8262031287429,-0.808183550834656,24.0384616851807,
Nicaragua,2009,-3.29129212830696,5656601,43.9,..,8.3,24.2,14.49781090224,33.9816696387841,53.0123051584504,86.9939747972345,3.68700160498797,-0.786913633346558,25.1184825897217,
Nicaragua,2010,4.40964549908733,5737450,..,67.9309005737305,..,..,14.0976840664628,40.4668220601758,59.8972478241345,100.36406988431031,5.45513425887423,-0.837366938591003,24.1706161499023,
Nicaragua,2011,6.31747638326586,5819051,..,..,..,..,13.5987444224434,45.0169265724375,66.8106870089697,111.82761358140719,8.082387980991,-0.725575923919678,28.6384983062744,
Nicaragua,2012,6.49597922902167,5901287,..,..,..,..,13.5685281439395,47.469485025787,67.708362736045,115.177847761832,7.1935505333896,-0.733911514282227,28.1690139770508,
Nicaragua,2013,4.92611504652518,5983845,..,..,..,..,13.7620659303426,45.2143233319461,65.7705070176666,110.98483034961271,7.13546785289407,-0.674326598644257,31.4553985595703,
Nicaragua,2014,4.78649248722054,6066492,46.2,..,3.9,14.4,14.2796924802936,45.0079927886564,61.6900613807259,106.6980541693823,6.03596861798425,-0.714166402816772,27.4038467407227,
Nicaragua,2015,4.79144081994679,6149417,..,..,..,..,14.0523486728769,40.0834610749855,58.1101329567711,98.1935940317566,3.99737996694396,-0.754737794399261,25.7142848968506,
Nicaragua,2016,4.56295442923394,6232666,..,..,..,..,14.4611201253876,38.8819784306042,54.9317442493445,93.8137226799487,3.52317317628473,-0.656879246234894,28.5714282989502,
Nicaragua,2017,4.63253398090997,6316231,..,..,..,..,14.4105435937047,41.338708120112,55.0412764313991,96.3799845515111,3.85067166284727,-0.660670220851898,28.5714282989502,
Nicaragua,2018,-3.36368764606334,6400080,..,..,..,..,14.8026219743642,42.2773900941147,51.7075924357889,93.98498252990359,4.94723728039886,-1.07846295833588,13.3333330154419,
Nicaragua,2019,-2.89702791954369,6483657,..,..,..,..,15.2132358884868,44.8045000879666,49.2377809583133,94.0422810462799,5.37628990844126,-1.20158541202545,9.5238094329834,
Nicaragua,2020,-1.75595289214087,6565267,..,..,..,..,15.1740939400062,41.8936791638348,47.0122522456327,88.9059314094675,3.68181341625572,-1.19874393939972,10.4761905670166,
Nicaragua,2021,10.3160912841791,6644741,..,..,..,..,15.3939705826185,46.6175237857842,60.0776744307594,106.6951982165436,4.92841396948968,-1.36633682250977,7.14285707473755,
Nicaragua,2022,3.75228475736668,6730654,..,..,..,..,13.7345461864414,49.846909059172,65.4924647908648,115.3393738500368,10.4674244465991,-1.3109118938446,8.96226406097412,
Nicaragua,2023,4.56922317096145,6823613,..,69.6625518798828,..,..,12.1637387297258,45.7989466199182,59.0697810434681,104.8687276633863,8.38765854872536,-1.27818691730499,9.43396186828613,
Nicaragua,2024,..,..,..,..,..,..,..,..,..,,4.62473841057141,,,
Panama,1975,1.74091943389571,1732389,..,54.9533081054688,..,..,17.0638484121962,68.9926650228199,80.8348370127575,149.82750203557742,5.88104130650944,,,
Panama,1976,1.66446135912921,1776935,..,57.5155906677246,..,..,17.547055646098,62.8488786780758,74.2205303801313,137.0694090582071,3.94999999941722,,,
Panama,1977,1.09402589445256,1821543,..,59.635440826416,..,..,17.7016668858446,65.3086981928208,71.7115371615841,137.02023535440492,4.58553791889613,,,
Panama,1978,9.7926439248093,1866311,..,61.6302909851074,..,..,17.5060453523632,59.0250920417958,66.792613947549,125.8177059893448,4.20052123266097,,,
Panama,1979,4.51475107286734,1911552,48.7,62.0729713439941,6.2,18.2,18.0088947876985,58.9493314116613,72.9137178167528,131.8630492284141,7.98881859610768,,,
Panama,1980,13.0844817338517,1957534,..,60.8097190856934,..,..,16.7889097178588,65.0313115073008,72.470634706797,137.5019462140978,13.8079019078008,,,
Panama,1981,9.20680945047272,2004418,..,60.4244499206543,..,..,16.246677906025,62.2891813692173,71.4337151836557,133.722896552873,7.30232836526219,,,
Panama,1982,5.34845643566845,2052271,..,59.4875183105469,..,..,18.2511674343088,56.8096820671071,59.9752877407772,116.7849698078843,4.25057176328124,,,
Panama,1983,-4.49136434329135,2101106,..,58.9916191101074,..,..,17.7962295846795,47.137501057395,45.9975452398368,93.13504629723181,2.10284124368167,,,
Panama,1984,2.70947377521715,2150782,..,59.7757911682129,..,..,18.8685971156488,44.5071278167269,47.3699002283069,91.8770280450338,1.58264332858587,,,
Panama,1985,4.94223364743267,2200915,..,59.814079284668,..,..,18.6620348359251,45.4422048365508,48.617367368802,94.0595722053528,1.02661989275157,,,
Panama,1986,3.56778822646233,2251325,..,59.9889793395996,..,..,19.58121602907,47.1090454074329,50.2184136824049,97.3274590898378,-0.0663841083593552,,,
Panama,1987,-1.80905547693988,2301970,..,60.1593894958496,..,..,21.0115982105918,47.3636983933586,51.2270731841527,98.5907715775113,0.996423096679178,,,
Panama,1988,-13.3798437861779,2352848,..,59.7686805725098,..,..,19.9495207633741,49.8091612170624,47.8561842536862,97.6653454707486,0.35922084492817,,,
Panama,1989,1.56224701004832,2403820,58.6,59.1589584350586,22.4,31.8,18.4191342836623,52.258710520074,57.3390338158015,109.59774433587549,0.205867258317745,,,
Panama,1990,8.09899300707535,2455583,..,60.7973403930664,..,..,17.2773189542315,57.4932945723843,64.3002583009829,121.7935528733672,0.769485354956023,,,
Panama,1991,9.41900577419628,2508265,58,61.1705093383789,20.1,28.8,16.7412978870904,64.3522561564838,75.8943021485579,140.2465583050417,1.25626077674688,,,
Panama,1992,8.20168016089707,2561336,..,61.6468391418457,..,..,15.1664931951316,66.3566950191609,78.5224935282188,144.8791885473797,1.82452156989957,,,
Panama,1993,5.4557443567584,2615099,..,62.7765197753906,..,..,14.445855544997,64.0586586268777,75.6205627103837,139.6792213372614,0.453930078840388,,,
Panama,1994,2.85014710063092,2669546,..,62.759651184082,..,..,14.1205977416737,66.0420556339858,77.5669771585712,143.609032792557,1.26843190106196,,,
Panama,1995,1.75167879322242,2724557,57.7,64.1104736328125,15.2,22.7,14.4078905567172,66.8471008580416,80.0582791787561,146.90538003679768,0.994206982933841,,,
Panama,1996,-5.76501591036177,2780227,..,64.4775619506836,..,..,13.4819402565477,83.4318450312489,82.1778351522853,165.60968018353418,1.25571661111548,-0.16697995364666,46.7336692810059,
Panama,1997,7.70904000189154,2836695,58.1,..,14.2,21.8,12.5655422549908,88.9202561675413,85.7936068743574,174.7138630418987,1.32435122100608,,,
Panama,1998,8.38747212468969,2893914,57.4,..,14.5,21.6,12.7820729138702,76.9210392173907,81.0753692954482,157.9964085128389,0.559081293442493,-0.130363434553146,47,
Panama,1999,5.21164584606353,2951822,56.4,64.0488510131836,12.3,19.3,13.189418876293,63.7846916423096,67.7727052999404,131.55739694225,1.24718256949636,,,
Panama,2000,4.20900547865375,3010369,56.6,64.3859405517578,11.1,18.3,13.4823415741466,68.9601167325743,70.2378181350816,139.1979348676559,1.49896111605777,-0.187658607959747,44.7761192321777,
Panama,2001,0.949908149985234,3069537,56.7,66.3956604003906,14,22.8,14.4271469700213,68.7000854646216,66.8842656537739,135.5843511183955,0.307062436028722,,,
Panama,2002,2.50884372716125,3129344,56.1,67.7060394287109,9.6,19.5,15.4025279553087,62.8290573143366,63.1954251355142,126.02448244985081,1.00583090379039,-0.0883368402719498,49.2537307739258,
Panama,2003,5.09686030493801,3189807,55.7,..,9.9,18.7,14.5095878576738,58.1335706161728,59.1339083244728,117.26747894064559,0.391666666666657,-0.140504896640778,48.756217956543,
Panama,2004,8.17565333965649,3251155,54.8,67.4061279296875,8.7,17.6,14.1081232058106,60.576824415491,64.1849321049543,124.76175652044529,0.474723078204336,-0.107689194381237,50,
Panama,2005,8.27618334503531,3313026,53.8,67.6345367431641,8.6,16.4,14.0068910516684,68.2355959083914,70.9755691783328,139.2111650867242,2.85588324760959,-0.101316899061203,50.2392349243164,
Panama,2006,9.85723870564752,3375024,54.6,67.5453033447266,9.4,17.4,13.3659545776179,69.1942342226276,72.2783370587819,141.4725712814095,2.45789346442096,-0.15525296330452,50.2392349243164,
Panama,2007,13.1530653782933,3437490,52.7,68.016242980957,6.7,14.9,12.2391882230579,71.9791727879009,76.6864283016716,148.66560108957248,4.16863300298887,-0.17409847676754,49.7607650756836,
Panama,2008,10.1974325907958,3500648,52.7,69.2000579833984,4.1,10.5,11.7831272164485,78.2985921255699,86.2876940102004,164.5862861357703,8.75868317728784,-0.203979909420013,49.519229888916,
Panama,2009,1.61186405976055,3564381,51.8,70.8318099975586,2.5,8,11.64074669566,69.9648088440032,67.0812127666744,137.0460216106776,2.409053040822,-0.0972685068845749,52.1327018737793,
Panama,2010,6.07339353106087,3628535,51.6,72.4545288085938,3.4,9.1,12.2425045051837,70.025242127624,75.4234766788056,145.4487188064296,3.491288726188,-0.0802930667996407,52.1327018737793,
Panama,2011,11.9088772249531,3693505,51.3,72.2515716552734,2.5,7.3,11.4328553569336,77.7456721038553,80.4627232429577,158.208395346813,5.8758024367877,0.0258786492049694,56.3380279541016,
Panama,2012,9.62729346439019,3759256,51.7,..,3.5,8.7,10.422554085899,74.5443157318036,78.6643046352987,153.2086203671023,5.69819959165992,-0.222083896398544,49.2957763671875,
Panama,2013,6.32435388662846,3825329,51.5,76.8787384033203,2.2,7,10.2656853838677,64.5610772417975,68.5104916939844,133.0715689357819,4.0271599157106,-0.253414422273636,47.417839050293,
Panama,2014,4.62581375565551,3892101,50.5,76.4785385131836,2.9,7.4,9.61762053224194,54.8890820412486,60.0815228858041,114.9706049270527,2.62652699929151,-0.0646798387169838,56.730770111084,
Panama,2015,5.26691719595516,3960035,50.8,77.0092010498047,1.5,5.6,9.86027277124678,47.3866198943049,49.1925374485908,96.5791573428957,0.137492058461504,-0.140977621078491,53.3333320617676,
Panama,2016,4.57196707937275,4029086,50.4,83.0287094116211,1.5,5.8,10.5122480443876,41.7407554754564,42.6552163983547,84.3959718738111,0.739734025300033,0.0336839631199837,55.238094329834,
Panama,2017,5.7440594635578,4098707,49.9,76.9188385009766,2.1,5.3,10.9010526117332,41.4710106917443,42.576526548549,84.0475372402933,0.875585918759878,0.0075527080334723,53.3333320617676,
Panama,2018,3.91819807389903,4167860,49.2,..,1.4,4.4,10.9797047709774,42.3471044929045,43.78385701834,86.1309615112445,0.761578359399944,-0.159112378954887,50,
Panama,2019,3.10306788630359,4234700,49.8,..,1,3.7,11.1248445506332,40.2141745207689,40.2144760441879,80.4286505649568,-0.355083821021245,-0.191898912191391,47.6190490722656,
Panama,2020,-17.8212299695008,4293261,..,..,..,..,14.7376302528259,36.269088105591,32.431335405012,68.700423510603,-1.5502754080376,-0.284955024719238,43.3333320617676,
Panama,2021,16.4671249191559,4345405,50.9,82.8732284547998,1.1,4.3,13.7437086117035,41.6067039493249,38.5267595739638,80.1334635232887,1.63070337301898,-0.269385784864426,43.3333320617676,
Panama,2022,10.769665870619,4400773,..,..,..,..,12.7928789799022,48.1174394920396,45.5697392628275,93.68717875486709,2.85965128834711,-0.359851568937302,40.0943412780762,
Panama,2023,7.39930155626219,4458759,48.9,..,1.3,4.4,12.1878162458929,46.468393861364,43.0646745224211,89.53306838378509,1.48641355277038,-0.3459812104702,40.0943412780762,
Panama,2024,..,..,..,..,..,..,..,..,..,,0.685197879812108,,,
Cuba,1975,9.47642606915934,9479726,..,33.7894401550293,..,..,31.6648497509544,32.6368636947196,44.1901803611998,76.8270440559194,..,,,
