COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,year,value
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2007,
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2007,
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2008,
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2008,
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2009,
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2009,
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2010,
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2010,
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2011,26.92447617290169
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2011,22.45240761478163
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2012,30.72744559761288
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2012,26.334453154162
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2013,33.06572353049089
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2013,29.11534154535274
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2014,35.16682514274201
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2014,31.79357969391564
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2015,36.03304817148632
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2015,33.41731989548339
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2016,37.52591191694998
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2016,35.6849570735349
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2017,37.92465488420438
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2017,36.96341918626353
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2018,36.90347330106616
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2018,36.84210526315789
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2019,37.02954740599165
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2019,37.84994400895857
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2020,36.15883492756195
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2020,37.84061216871967
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2021,36.9306692476888
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2021,39.54833893243748
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2022,36.49846213052337
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2022,39.96827174318776
Guatemala,Number of automated teller machines (ATMs),"Per 100,000 adults",2023,36.29876030646358
Guatemala,Number of automated teller machines (ATMs),"Per 1,000 square km",2023,40.63083240014931
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2004,67.56403651068494
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2005,88.32778589614045
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2006,109.3861647160793
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2007,135.1178685229582
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2008,144.097773625273
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2009,138.7855703291034
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2010,138.2239776811562
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2011,145.6667875619663
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2012,154.1409316143385
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2013,157.037493457067
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2014,155.1449467739212
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2015,151.4529086498333
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2016,150.7472994885721
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2017,149.5155343158765
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2018,146.2890884243862
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2019,146.2615083971529
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2020,144.3713044199383
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2021,148.3006010078639
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2022,156.0819280118752
Guatemala,"Number of borrowers, Commercial banks","Per 1,000 adults",2023,162.0971412850461
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2004,17.99841745122183
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2004,12.29003359462486
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2005,17.79003431485201
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2005,12.50466592011945
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2006,17.46371185133403
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2006,12.63531168346398
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2007,27.87043905089626
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2007,20.75401269130272
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2008,30.65259707995347
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2008,23.48824188129899
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2009,33.21503289187879
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2009,26.18514371033968
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2010,34.07623986128289
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2010,27.63157894736842
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2011,34.97048546979126
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2011,29.16200074654722
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2012,35.61639778518489
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2012,30.52444942142591
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2013,35.99076830434201
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2013,31.69092945128779
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2014,35.85839464217368
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2014,32.41881298992161
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2015,35.86198929996572
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2015,33.25867861142217
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2016,34.91558436205753
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2016,33.2026875699888
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2017,34.20016845402122
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2017,33.33333333333333
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2018,27.74303666604974
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2018,27.69690182904069
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2019,25.62671093900852
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2019,26.19447555057857
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2020,24.35259634702138
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2020,25.48525569242255
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2021,24.04240595903101
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2021,25.74654721911161
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2022,23.28981951966388
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2022,25.50391937290034
Guatemala,Number of commercial bank branches,"Per 100,000 adults",2023,22.83470474951855
Guatemala,Number of commercial bank branches,"Per 1,000 square km",2023,25.55991041433371
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2004,803.9252129539407
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2005,858.7615985381372
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2006,808.0121549498144
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2007,854.7556630940122
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2008,980.3011090954792
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2009,1065.51008276296
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2010,1154.001472378969
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2011,1305.391150755021
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2012,1331.345740165584
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2013,1420.760060166899
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2014,1590.359748260445
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2015,1620.169410668982
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2016,1570.663235165391
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2017,1441.350493034875
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2018,1260.387748196422
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2019,1238.992588156296
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2020,1396.078527537338
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2021,1175.914859731863
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2022,1266.513338470785
Guatemala,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2023,1357.270173156925
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2004,114.9544026425011
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2005,175.8694912461746
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2006,250.7955404335231
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2007,330.048907357232
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2008,362.5012421791427
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2009,333.8210237663859
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2010,334.248439380717
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2011,354.5330198038139
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2012,406.1578149410734
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2013,430.6840164213709
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2014,445.3626033070647
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2015,439.1203991829826
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2016,427.533381771592
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2017,437.8012202336699
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2018,445.1194502242437
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2019,453.6098559216464
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2020,455.447945990917
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2021,473.6221518484898
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2022,515.8124921547054
Guatemala,"Number of loan accounts, Commercial banks","Per 1,000 adults",2023,543.9197492267547
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2004,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2005,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2006,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2007,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2008,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2009,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2010,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2011,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2012,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2013,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2014,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2015,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2016,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2017,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2018,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2019,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2020,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2021,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2022,
Guyana,"Borrowers, Deposit taking microfinance institutions",Number,2023,
Guyana,"Branches excluding headquarters, Commercial banks",Number,2004,23.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2005,23.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2006,24.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2007,25.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2008,26.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2009,27.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2010,28.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2011,32.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2012,34.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2013,37.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2014,39.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2015,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2016,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2017,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2018,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2019,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2020,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2021,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2022,40.0
Guyana,"Branches excluding headquarters, Commercial banks",Number,2023,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2004,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2005,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2006,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2007,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2008,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2009,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2010,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2011,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2012,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2013,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2014,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2015,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2016,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2017,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2018,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2019,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2020,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2021,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2022,
Guyana,"Branches excluding headquarters, Deposit taking microfinance institutions",Number,2023,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2004,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2005,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2006,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2007,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2008,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2009,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2010,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2011,
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2012,13.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2013,13.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2014,13.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2015,13.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2016,13.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2017,14.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2018,14.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2019,14.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2020,14.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2021,14.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2022,14.0
Guyana,"Branches excluding headquarters, Non-deposit taking microfinance institutions",Number,2023,
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2004,
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2005,
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2006,
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2007,
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2008,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2009,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2010,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2011,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2012,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2013,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2014,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2015,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2016,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2017,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2018,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2019,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2020,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2021,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2022,6.0
Guyana,"Branches excluding headquarters, Other deposit takers",Number,2023,6.0
Guyana,"Deposit accounts, Commercial banks",Number,2004,387762.0
Guyana,"Deposit accounts, Commercial banks",Number,2005,406468.0
Guyana,"Deposit accounts, Commercial banks",Number,2006,316356.0
Guyana,"Deposit accounts, Commercial banks",Number,2007,393635.0
Guyana,"Deposit accounts, Commercial banks",Number,2008,402475.0
Guyana,"Deposit accounts, Commercial banks",Number,2009,500630.0
Guyana,"Deposit accounts, Commercial banks",Number,2010,511566.0
Guyana,"Deposit accounts, Commercial banks",Number,2011,520312.0
Guyana,"Deposit accounts, Commercial banks",Number,2012,539102.0
Guyana,"Deposit accounts, Commercial banks",Number,2013,553316.0
Guyana,"Deposit accounts, Commercial banks",Number,2014,548040.0
Guyana,"Deposit accounts, Commercial banks",Number,2015,533188.0
Guyana,"Deposit accounts, Commercial banks",Number,2016,520417.0
Guyana,"Deposit accounts, Commercial banks",Number,2017,514129.0
Guyana,"Deposit accounts, Commercial banks",Number,2018,505441.0
Guyana,"Deposit accounts, Commercial banks",Number,2019,518130.0
Guyana,"Deposit accounts, Commercial banks",Number,2020,511456.0
Guyana,"Deposit accounts, Commercial banks",Number,2021,524111.35
Guyana,"Deposit accounts, Commercial banks",Number,2022,548119.0
Guyana,"Deposit accounts, Commercial banks",Number,2023,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2004,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2005,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2006,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2007,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2008,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2009,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2010,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2011,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2012,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2013,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2014,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2015,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2016,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2017,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2018,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2019,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2020,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2021,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2022,
Guyana,"Deposit accounts, Deposit taking microfinance institutions",Number,2023,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2004,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2005,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2006,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2007,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2008,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2009,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2010,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2011,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2012,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2013,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2014,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2015,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2016,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2017,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2018,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2019,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2020,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2021,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2022,
Guyana,"Depositors, Deposit taking microfinance institutions",Number,2023,
Guyana,"Loan accounts, Commercial banks",Number,2004,18110.0
Guyana,"Loan accounts, Commercial banks",Number,2005,20000.0
Guyana,"Loan accounts, Commercial banks",Number,2006,21496.0
Guyana,"Loan accounts, Commercial banks",Number,2007,24072.0
Guyana,"Loan accounts, Commercial banks",Number,2008,19011.0
Guyana,"Loan accounts, Commercial banks",Number,2009,16556.0
Guyana,"Loan accounts, Commercial banks",Number,2010,24006.0
Guyana,"Loan accounts, Commercial banks",Number,2011,38774.0
Guyana,"Loan accounts, Commercial banks",Number,2012,38533.0
Guyana,"Loan accounts, Commercial banks",Number,2013,43733.0
Guyana,"Loan accounts, Commercial banks",Number,2014,46648.0
Guyana,"Loan accounts, Commercial banks",Number,2015,54940.0
Guyana,"Loan accounts, Commercial banks",Number,2016,52206.0
Guyana,"Loan accounts, Commercial banks",Number,2017,52894.0
Guyana,"Loan accounts, Commercial banks",Number,2018,50010.0
Guyana,"Loan accounts, Commercial banks",Number,2019,68532.0
Guyana,"Loan accounts, Commercial banks",Number,2020,50384.0
Guyana,"Loan accounts, Commercial banks",Number,2021,52013.0
Guyana,"Loan accounts, Commercial banks",Number,2022,52667.0001
Guyana,"Loan accounts, Commercial banks",Number,2023,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2004,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2005,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2006,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2007,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2008,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2009,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2010,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2011,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2012,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2013,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2014,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2015,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2016,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2017,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2018,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2019,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2020,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2021,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2022,
Guyana,"Loan accounts, Deposit taking microfinance institutions",Number,2023,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2004,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2004,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2005,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2005,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2006,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2006,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2007,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2007,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2008,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2008,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2009,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2009,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2010,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2010,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2011,
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2011,
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2012,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2012,3.118507170617425
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2013,0.0762001524003048
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2013,2.891861722739865
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2014,0.0762001524003048
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2014,2.866243863849595
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2015,0.0762001524003048
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2015,2.841527984314766
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2016,0.0762001524003048
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2016,2.818213928740521
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2017,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2017,2.982959841903128
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2018,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2018,2.872871830414376
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2019,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2019,2.812578554440095
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2020,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2020,2.821695309813327
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2021,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2021,2.789628857315715
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2022,0.0812801625603251
Guyana,Number of all microfinance institution branches,"Per 100,000 adults",2022,2.77145059456276
Guyana,Number of all microfinance institution branches,"Per 1,000 square km",2023,
