COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,year,value
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2015,107.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2016,107.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2017,99.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2018,92.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2019,93.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2020,88.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2021,86.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2022,84.0
Costa Rica,"Branches excluding headquarters, Other deposit takers",Number,2023,82.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2004,2382499.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2005,3652572.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2006,3960214.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2007,4291322.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2008,4153496.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2009,4390662.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2010,4266799.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2011,4476713.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2012,4562175.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2013,4753978.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2014,5038177.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2015,5405136.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2016,5977648.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2017,6512845.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2018,7172401.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2019,8231528.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2020,8436670.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2021,9291434.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2022,10837702.0
Costa Rica,"Deposit accounts, Commercial banks",Number,2023,11916705.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2004,350965.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2005,417576.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2006,462987.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2007,539564.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2008,585085.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2009,612424.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2010,662255.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2011,742423.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2012,756596.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2013,822000.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2014,892174.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2015,933874.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2016,957281.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2017,1007533.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2018,1037664.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2019,1063076.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2020,1097061.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2021,1135706.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2022,1177245.0
Costa Rica,"Deposit accounts, Credit unions and credit cooperatives",Number,2023,1281849.0
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2004,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2005,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2006,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2007,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2008,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2009,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2010,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2011,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2012,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2013,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2014,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2015,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2016,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2017,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2018,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2019,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2020,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2021,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2022,
Costa Rica,"Deposit accounts, Deposit taking microfinance institutions",Number,2023,
Costa Rica,"Depositors, Commercial banks",Number,2004,1949286.0
Costa Rica,"Depositors, Commercial banks",Number,2005,2216449.0
Costa Rica,"Depositors, Commercial banks",Number,2006,2297174.0
Costa Rica,"Depositors, Commercial banks",Number,2007,3431407.0
Costa Rica,"Depositors, Commercial banks",Number,2008,3373204.0
Costa Rica,"Depositors, Commercial banks",Number,2009,3226565.0
Costa Rica,"Depositors, Commercial banks",Number,2010,3373132.0
Costa Rica,"Depositors, Commercial banks",Number,2011,3485916.0
Costa Rica,"Depositors, Commercial banks",Number,2012,3552463.0
Costa Rica,"Depositors, Commercial banks",Number,2013,3629559.0
Costa Rica,"Depositors, Commercial banks",Number,2014,3831574.0
Costa Rica,"Depositors, Commercial banks",Number,2015,4118981.0
Costa Rica,"Depositors, Commercial banks",Number,2016,4522697.0
Costa Rica,"Depositors, Commercial banks",Number,2017,4844159.0
Costa Rica,"Depositors, Commercial banks",Number,2018,5262572.0
Costa Rica,"Depositors, Commercial banks",Number,2019,5766121.0
Costa Rica,"Depositors, Commercial banks",Number,2020,5872728.0
Costa Rica,"Depositors, Commercial banks",Number,2021,6425187.0
Costa Rica,"Depositors, Commercial banks",Number,2022,7111263.0
Costa Rica,"Depositors, Commercial banks",Number,2023,7633179.0
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2004,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2005,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2006,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2007,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2008,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2009,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2010,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2011,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2012,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2013,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2014,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2015,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2016,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2017,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2018,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2019,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2020,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2021,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2022,
Costa Rica,"Depositors, Deposit taking microfinance institutions",Number,2023,
Costa Rica,"Loan accounts, Commercial banks",Number,2004,
Costa Rica,"Loan accounts, Commercial banks",Number,2005,
Costa Rica,"Loan accounts, Commercial banks",Number,2006,1460779.0
Costa Rica,"Loan accounts, Commercial banks",Number,2007,1763602.0
Costa Rica,"Loan accounts, Commercial banks",Number,2008,2207463.0
Costa Rica,"Loan accounts, Commercial banks",Number,2009,2006539.0
Costa Rica,"Loan accounts, Commercial banks",Number,2010,2180954.0
Costa Rica,"Loan accounts, Commercial banks",Number,2011,2315454.0
Costa Rica,"Loan accounts, Commercial banks",Number,2012,2520597.0
Costa Rica,"Loan accounts, Commercial banks",Number,2013,2895469.0
Costa Rica,"Loan accounts, Commercial banks",Number,2014,3039527.0
Costa Rica,"Loan accounts, Commercial banks",Number,2015,3355421.0
Costa Rica,"Loan accounts, Commercial banks",Number,2016,4580029.0
Costa Rica,"Loan accounts, Commercial banks",Number,2017,5274438.0
Costa Rica,"Loan accounts, Commercial banks",Number,2018,4882882.0
Costa Rica,"Loan accounts, Commercial banks",Number,2019,4949481.0
Costa Rica,"Loan accounts, Commercial banks",Number,2020,4416145.0
Costa Rica,"Loan accounts, Commercial banks",Number,2021,4409093.0
Costa Rica,"Loan accounts, Commercial banks",Number,2022,4751954.0
Costa Rica,"Loan accounts, Commercial banks",Number,2023,5120675.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2004,
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2005,
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2006,373295.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2007,418439.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2008,512582.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2009,573159.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2010,530983.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2011,530412.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2012,554482.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2013,573190.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2014,578478.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2015,558253.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2016,527811.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2017,523576.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2018,544511.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2019,559467.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2020,554363.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2021,536053.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2022,551649.0
Costa Rica,"Loan accounts, Credit unions and credit cooperatives",Number,2023,579775.0
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2004,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2005,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2006,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2007,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2008,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2009,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2010,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2011,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2012,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2013,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2014,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2015,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2016,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2017,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2018,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2019,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2020,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2021,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2022,
Costa Rica,"Loan accounts, Deposit taking microfinance institutions",Number,2023,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2004,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2005,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2006,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2007,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2008,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2009,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2010,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2011,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2012,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2013,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2014,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2015,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2016,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2017,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2018,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2019,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2020,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2021,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2022,
Costa Rica,"Loan accounts, Non-deposit taking microfinance institutions",Number,2023,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2004,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2005,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2006,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2007,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2008,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2009,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2010,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2011,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2012,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2013,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2014,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2015,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2016,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2017,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2018,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2019,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2020,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2021,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2022,
Costa Rica,Number of all microfinance institution branches,"Per 100,000 adults",2023,
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2004,15.13905209557383
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2004,25.28165497049438
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2005,17.07794751273012
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2005,27.84414177777182
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2006,19.33019976498237
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2006,30.79902404227361
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2007,22.67920094007051
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2007,35.34931256576483
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2008,24.69643556600078
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2008,37.69251279034593
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2009,27.59498629063846
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2009,41.27476632447766
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2010,29.35761848805327
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2010,43.07099962646898
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2011,35.78143360752056
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2011,51.53106784670086
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2012,37.77908343125734
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2012,53.44519235697731
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2013,51.09674892283588
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2013,71.06457124693127
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2014,57.34430082256169
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2014,78.47515904754528
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2015,44.79044261652957
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2015,60.3508901558383
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2016,47.43439091265178
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2016,62.95895112778925
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2017,48.84449667058363
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2017,63.91933144582503
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2018,57.2659616137877
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2018,73.95175785908144
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2019,55.01370936153545
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2019,70.14887093781473
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2020,52.78104191147669
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2020,66.50457154152168
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2021,51.8213866039953
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2021,64.61699412293054
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2022,51.48844496670584
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2022,63.5815545291035
Costa Rica,Number of automated teller machines (ATMs),"Per 1,000 square km",2023,51.62553858206032
Costa Rica,Number of automated teller machines (ATMs),"Per 100,000 adults",2023,63.04871637501453
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2004,
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2005,
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2006,192.7557075709119
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2007,206.2830808360631
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2008,203.5625851145362
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2009,185.6224961244488
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2010,191.0401402177973
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2011,193.9147647368418
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2012,199.1014890678399
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2013,207.2410685126204
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2014,211.8156573487243
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2015,224.5090057936327
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2016,239.3828255155836
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2017,252.1809844858505
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2018,264.1031237536132
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2019,263.9954988848352
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2020,240.6310605221213
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2021,231.3913557798021
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2022,240.165597421138
Costa Rica,"Number of borrowers, Commercial banks","Per 1,000 adults",2023,244.9803797943693
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2004,15.99318147551326
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2004,9.576968272620446
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2005,17.88155893985346
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2005,10.96748922835879
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2006,18.47317348837485
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2006,11.59420289855072
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2007,20.57464306504792
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2007,13.20015667841755
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2008,20.29596842557089
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2008,13.29808068938504
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2009,19.89039484337852
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2009,13.29808068938504
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2010,19.96954285550096
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2010,13.611437524481
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2011,22.76167036250005
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2011,15.80493537015276
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2012,22.69134916555957
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2012,16.03995299647474
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2013,22.22640480547946
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2013,15.98119858989424
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2014,22.00413441872769
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2014,16.07912260086173
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2015,22.00815146041501
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2015,16.3337250293772
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2016,21.47154980658709
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2016,16.17704661182922
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2017,20.42650648048218
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2017,15.60908734821778
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2018,19.5754653156392
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2018,15.15863689776733
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2019,18.85453811251339
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2019,14.78652565609087
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2020,17.10117553924843
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2020,13.57226792009401
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2021,16.28856201057999
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2021,13.06306306306306
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2022,15.84097307590825
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2022,12.82804543674109
Costa Rica,Number of commercial bank branches,"Per 100,000 adults",2023,15.45124081117579
Costa Rica,Number of commercial bank branches,"Per 1,000 square km",2023,12.65178221699961
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2004,3.205177473620245
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2004,1.919310614962789
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2005,3.672105853719907
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2005,2.252252252252252
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2006,4.119018412948446
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2006,2.585193889541716
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2007,5.433659444478532
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2007,3.486094790442617
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2008,5.768957151892756
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2008,3.779866823345084
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2009,5.741557274377305
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2009,3.838621229925578
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2010,5.689164727178691
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2010,3.877790834312573
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2011,5.782084788491338
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2011,4.014884449667058
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2012,5.873706987910415
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2012,4.151978065021543
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2013,5.856221854384907
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2013,4.210732471602037
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2014,6.057167330855612
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2014,4.426165295730513
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2015,6.016616946012738
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2015,4.465334900117509
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2016,6.030750066741167
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2016,4.5436741088915
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2017,6.253535233673339
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2017,4.778691735213474
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2018,6.069911725779598
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2018,4.700352526439483
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2019,5.943549762620117
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2019,4.661182922052487
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2020,5.749745888376457
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2020,4.563258911084998
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2021,5.592324888190133
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2021,4.484919702311007
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2022,5.538294403638152
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2022,4.484919702311007
Costa Rica,Number of credit union and credit cooperative branches,"Per 100,000 adults",2023,5.549052427543009
Costa Rica,Number of credit union and credit cooperative branches,"Per 1,000 square km",2023,4.5436741088915
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2004,779.2175638492612
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2005,1166.315741072472
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2006,1235.77230191032
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2007,1309.976534528006
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2008,1241.520230806112
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2009,1286.185578848572
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2010,1225.985978220268
Costa Rica,"Number of deposit accounts, Commercial banks","Per 1,000 adults",2011,1262.669958036167
