countryname,year,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper
Bolivia,2011,-0.984035789966583,0.131105110049248,18,16.9014091491699,10.3286380767822,25.8215961456299
Brazil,2011,0.0451417230069637,0.134700432419777,18,56.8075103759766,50.2347412109375,61.5023460388184
Chile,2011,1.26333856582642,0.13975165784359,15,86.8544616699219,82.1596221923828,90.1408462524414
Colombia,2011,-0.217361465096474,0.134700432419777,18,49.2957763671875,41.3145523071289,54.9295768737793
Costa Rica,2011,0.443259000778198,0.16261488199234,12,63.3802833557129,60.5633811950684,69.0140838623047
Cuba,2011,-0.693881630897522,0.15827502310276,10,29.577465057373,17.3708915710449,42.2535209655762
Dominican Republic,2011,-0.808169066905975,0.144528687000275,15,24.8826293945312,15.023473739624,32.8638496398926
Ecuador,2011,-1.14428532123566,0.145434021949768,15,12.6760559082031,5.63380289077759,19.7183094024658
El Salvador,2011,-0.751709401607513,0.152224838733673,15,26.2910804748535,16.4319248199463,38.0281677246094
Guatemala,2011,-1.03141474723816,0.139997556805611,17,15.4929580688477,9.38967132568359,24.8826293945312
Guyana,2011,-0.510029077529907,0.149642944335937,12,37.5586853027344,25.8215961456299,47.8873252868652
Haiti,2011,-1.418013215065,0.136237382888794,15,5.16431903839111,1.4084507226944,10.7981224060059
Honduras,2011,-0.905360877513885,0.135537877678871,16,20.1877937316895,12.6760559082031,29.577465057373
Mexico,2011,-0.549887716770172,0.134700432419777,18,34.2723007202148,25.8215961456299,45.0704231262207
Nicaragua,2011,-0.725575923919678,0.134118288755417,17,28.6384983062744,17.3708915710449,38.0281677246094
Panama,2011,0.0258786492049694,0.148595854640007,14,56.3380279541016,48.8262901306152,61.5023460388184
Paraguay,2011,-0.800011336803436,0.145434021949768,15,25.3521118164062,15.023473739624,33.3333320617676
Peru,2011,-0.580825686454773,0.134700432419777,18,32.3943672180176,24.8826293945312,43.6619720458984
Puerto Rico,2011,0.726528644561768,0.208388030529022,4,69.9530487060547,62.4413146972656,83.0985946655273
Suriname,2011,-0.0477658435702324,0.165689453482628,10,53.9906120300293,46.0093879699707,61.5023460388184
Uruguay,2011,0.731594443321228,0.148595854640007,14,70.4225387573242,64.3192520141602,78.8732376098633
Argentina,2012,-0.623034238815308,0.142120629549026,18,32.3943672180176,23.0046939849854,42.7230033874512
Belize,2012,-0.435866832733154,0.186924681067467,8,41.3145523071289,27.2300472259521,51.1737098693848
Bolivia,2012,-1.01876401901245,0.13741996884346,18,15.962441444397,8.45070457458496,25.8215961456299
Brazil,2012,-0.0769327953457832,0.143670961260796,17,52.582160949707,46.0093879699707,59.1549301147461
Chile,2012,1.28765678405762,0.147931560873985,15,86.8544616699219,83.5680770874023,90.1408462524414
Colombia,2012,-0.32591912150383,0.142120629549026,18,45.5399055480957,34.7417831420898,52.1126747131348
Costa Rica,2012,0.528911471366882,0.159036844968796,13,66.1971817016602,61.0328636169434,72.3004684448242
Cuba,2012,-0.708632588386536,0.165395602583885,11,29.577465057373,16.9014091491699,40.8450698852539
Dominican Republic,2012,-0.716865837574005,0.151890143752098,15,29.1079807281494,16.9014091491699,40.3755874633789
Ecuador,2012,-1.06392514705658,0.148603558540344,16,14.5539903640747,7.0422534942627,23.9436626434326
El Salvador,2012,-0.728603363037109,0.148603558540344,16,28.6384983062744,16.9014091491699,40.3755874633789
Guatemala,2012,-1.08391964435577,0.146889910101891,17,13.6150236129761,7.0422534942627,23.0046939849854
Guyana,2012,-0.518265724182129,0.152735084295273,13,40.3755874633789,26.7605628967285,47.417839050293
Haiti,2012,-1.33210027217865,0.14377760887146,15,7.0422534942627,2.3474178314209,12.2065725326538
Honduras,2012,-1.1464250087738,0.143010035157204,16,9.85915470123291,5.16431903839111,20.1877937316895
Mexico,2012,-0.53518009185791,0.142120629549026,18,38.0281677246094,26.7605628967285,46.0093879699707
Nicaragua,2012,-0.733911514282227,0.13741996884346,18,28.1690139770508,16.9014091491699,40.3755874633789
Panama,2012,-0.222083896398544,0.151890143752098,15,49.2957763671875,40.3755874633789,55.8685455322266
Paraguay,2012,-0.810820519924164,0.153777897357941,15,25.3521118164062,14.5539903640747,34.7417831420898
Peru,2012,-0.58197021484375,0.142120629549026,18,34.2723007202148,24.4131450653076,44.1314544677734
Puerto Rico,2012,0.793113589286804,0.21450012922287,4,72.7699508666992,64.3192520141602,85.4460067749023
Suriname,2012,-0.0615747198462486,0.170695543289185,11,53.521125793457,44.6009407043457,60.0938949584961
Uruguay,2012,0.614688694477081,0.151890143752098,15,69.0140838623047,62.9107971191406,75.5868530273437
Argentina,2013,-0.656328618526459,0.143711864948273,17,32.3943672180176,19.2488269805908,41.7840385437012
Belize,2013,-0.451571971178055,0.189314380288124,8,41.7840385437012,25.8215961456299,51.1737098693848
Bolivia,2013,-1.05095064640045,0.138976097106934,17,15.023473739624,7.98122072219849,22.5352115631104
Brazil,2013,-0.0920452028512955,0.143711864948273,17,52.582160949707,45.0704231262207,56.3380279541016
Chile,2013,1.25513780117035,0.148113772273064,15,86.8544616699219,81.2206573486328,90.1408462524414
Colombia,2013,-0.38826909661293,0.143711864948273,17,42.7230033874512,33.8028182983398,50.2347412109375
Costa Rica,2013,0.563855290412903,0.160919964313507,13,66.6666641235352,60.0938949584961,72.7699508666992
Cuba,2013,-0.6989426612854,0.167379334568977,11,30.5164318084717,16.9014091491699,41.7840385437012
Dominican Republic,2013,-0.534985601902008,0.151809215545654,15,36.1502342224121,24.4131450653076,46.0093879699707
Ecuador,2013,-0.870363593101501,0.148622572422028,16,21.1267604827881,13.1455402374268,33.8028182983398
El Salvador,2013,-0.637214183807373,0.148622572422028,16,33.8028182983398,20.1877937316895,42.2535209655762
Guatemala,2013,-1.09425866603851,0.148622572422028,16,13.6150236129761,6.57277011871338,22.0657272338867
Guyana,2013,-0.524507462978363,0.15394352376461,13,38.0281677246094,24.4131450653076,46.0093879699707
Haiti,2013,-1.30056750774384,0.144863188266754,15,7.0422534942627,3.28638505935669,14.0845069885254
Honduras,2013,-1.17302989959717,0.144404888153076,16,11.2676057815552,4.22535228729248,17.8403759002686
Mexico,2013,-0.549416422843933,0.143711864948273,17,35.2112693786621,24.4131450653076,45.5399055480957
Nicaragua,2013,-0.674326598644257,0.138976097106934,17,31.4553985595703,19.2488269805908,41.7840385437012
Panama,2013,-0.253414422273636,0.151809215545654,15,47.417839050293,39.9061050415039,54.4600944519043
Paraguay,2013,-0.767023622989655,0.15531924366951,15,25.8215961456299,15.023473739624,39.9061050415039
Peru,2013,-0.574419617652893,0.143711864948273,17,34.2723007202148,23.474178314209,45.0704231262207
Puerto Rico,2013,0.667737424373627,0.215716853737831,4,70.8920211791992,60.0938949584961,81.2206573486328
Suriname,2013,-0.049031350761652,0.171972125768661,11,53.051643371582,45.0704231262207,59.6244125366211
Uruguay,2013,0.576609134674072,0.151809215545654,15,67.1361465454102,61.5023460388184,72.7699508666992
Argentina,2014,-0.866627335548401,0.156046509742737,15,19.7115383148193,10.0961542129517,31.730770111084
Belize,2014,-0.814675211906433,0.199276968836784,7,21.634614944458,9.61538505554199,35.5769233703613
Bolivia,2014,-1.05833506584167,0.151723071932793,15,12.0192308425903,7.21153831481934,21.634614944458
Brazil,2014,-0.0529657602310181,0.156046509742737,15,57.6923065185547,44.711540222168,62.5
Chile,2014,1.34870362281799,0.158452525734901,14,86.538459777832,83.1730804443359,89.9038467407227
Colombia,2014,-0.252291530370712,0.156046509742737,15,45.6730766296387,34.6153831481934,57.6923065185547
Costa Rica,2014,0.583374798297882,0.165190264582634,13,72.5961532592773,65.8653869628906,76.9230804443359
Cuba,2014,-0.654899537563324,0.182365939021111,10,29.8076915740967,15.865385055542,42.788459777832
Dominican Republic,2014,-0.383904725313187,0.165190264582634,13,41.3461532592773,29.8076915740967,52.4038467407227
Ecuador,2014,-0.970792293548584,0.169722720980644,13,14.4230766296387,7.21153831481934,28.8461532592773
El Salvador,2014,-0.469334870576859,0.162469416856766,14,37.019229888916,26.4423084259033,48.5576934814453
Guatemala,2014,-0.956323862075806,0.162469416856766,14,15.384614944458,7.21153831481934,28.8461532592773
Guyana,2014,-0.614713907241821,0.171722382307053,11,31.730770111084,18.269229888916,42.788459777832
Haiti,2014,-1.18032288551331,0.159054413437843,13,8.65384578704834,3.8461537361145,17.3076915740967
Honduras,2014,-0.943307340145111,0.151723071932793,15,16.3461532592773,8.17307662963867,28.8461532592773
Mexico,2014,-0.406688004732132,0.156046509742737,15,39.4230766296387,29.3269233703613,50
Nicaragua,2014,-0.714166402816772,0.151723071932793,15,27.4038467407227,14.9038457870483,37.5
Panama,2014,-0.0646798387169838,0.165190264582634,13,56.730770111084,42.788459777832,62.5
Paraguay,2014,-0.604350566864014,0.171168208122253,13,32.6923065185547,18.269229888916,43.269229888916
Peru,2014,-0.522552609443665,0.156046509742737,15,34.1346168518066,24.0384616851807,45.1923065185547
Puerto Rico,2014,0.76602840423584,0.251417368650436,4,76.4423065185547,65.8653869628906,85.0961532592773
Suriname,2014,-0.136155605316162,0.192034050822258,9,51.4423065185547,37.980770111084,62.5
Uruguay,2014,0.761607766151428,0.162469416856766,14,75.961540222168,69.711540222168,81.25
Argentina,2015,-0.74863588809967,0.151455223560333,15,26.6666660308838,13.8095235824585,36.6666679382324
Belize,2015,-0.79416161775589,0.192640855908394,8,23.8095245361328,11.9047622680664,38.0952377319336
Bolivia,2015,-1.16211700439453,0.149267703294754,15,10.4761905670166,5.2380952835083,17.619047164917
Brazil,2015,-0.187332957983017,0.151455223560333,15,50.476188659668,39.0476188659668,58.5714302062988
Chile,2015,1.21972906589508,0.152590617537498,14,84.7619018554687,80,88.0952377319336
Colombia,2015,-0.24723581969738,0.151455223560333,15,46.1904754638672,37.1428565979004,56.6666679382324
Costa Rica,2015,0.492798924446106,0.161932408809662,13,69.0476226806641,61.9047622680664,74.7619018554687
Cuba,2015,-0.718148410320282,0.180579707026482,9,27.619047164917,13.3333330154419,39.523811340332
Dominican Republic,2015,-0.529519259929657,0.160577371716499,14,34.761905670166,23.8095245361328,45.238094329834
Ecuador,2015,-0.956418454647064,0.160577371716499,14,15.2380952835083,8.09523773193359,29.0476188659668
El Salvador,2015,-0.616807520389557,0.160577371716499,14,30.4761905670166,18.5714282989502,43.3333320617676
Guatemala,2015,-0.95410692691803,0.160577371716499,14,15.7142858505249,8.09523773193359,29.0476188659668
Guyana,2015,-0.541080117225647,0.161656305193901,11,34.2857131958008,23.3333339691162,45.238094329834
Haiti,2015,-1.1951984167099,0.157201692461967,13,9.0476188659668,4.2857141494751,17.619047164917
Honduras,2015,-0.942611634731293,0.149267703294754,15,16.6666660308838,9.5238094329834,28.5714282989502
Mexico,2015,-0.454765856266022,0.151455223560333,15,39.0476188659668,28.5714282989502,48.5714302062988
Nicaragua,2015,-0.754737794399261,0.149267703294754,15,25.7142848968506,13.3333330154419,36.1904754638672
Panama,2015,-0.140977621078491,0.161932408809662,13,53.3333320617676,40.9523811340332,60
Paraguay,2015,-0.644359648227692,0.168404847383499,13,30,17.619047164917,42.3809509277344
Peru,2015,-0.499649614095688,0.151455223560333,15,37.1428565979004,26.6666660308838,45.7142868041992
Puerto Rico,2015,0.716797947883606,0.241728931665421,4,73.3333358764648,63.3333320617676,83.3333358764648
Suriname,2015,-0.215757578611374,0.186720132827759,8,48.5714302062988,35.7142868041992,58.5714302062988
Uruguay,2015,0.736542940139771,0.160577371716499,14,73.8095245361328,67.6190490722656,80.476188659668
Argentina,2016,-0.320159524679184,0.16082789003849,14,42.3809509277344,30.4761905670166,51.9047622680664
Belize,2016,-0.97061550617218,0.216135874390602,6,17.1428565979004,8.09523773193359,30
Bolivia,2016,-1.23873949050903,0.170020863413811,13,9.5238094329834,5.7142858505249,17.619047164917
Brazil,2016,-0.201301991939545,0.16082789003849,14,46.6666679382324,34.2857131958008,55.7142868041992
Chile,2016,0.96039354801178,0.161531656980515,13,80,74.7619018554687,85.7142868041992
Colombia,2016,-0.266068160533905,0.16082789003849,14,45.238094329834,31.9047622680664,53.3333320617676
Costa Rica,2016,0.431041657924652,0.170852959156036,12,66.1904754638672,58.0952377319336,74.7619018554687
Cuba,2016,-0.458859443664551,0.201813936233521,8,34.761905670166,23.3333339691162,50
Dominican Republic,2016,-0.394124180078506,0.170020863413811,13,37.6190490722656,27.1428565979004,51.4285697937012
Ecuador,2016,-0.649083614349365,0.170020863413811,13,29.5238094329834,17.619047164917,38.0952377319336
El Salvador,2016,-0.757978737354279,0.170020863413811,13,24.761905670166,14.7619047164917,33.8095245361328
Guatemala,2016,-1.03206479549408,0.170020863413811,13,15.2380952835083,8.09523773193359,24.761905670166
Guyana,2016,-0.31342539191246,0.183913797140121,9,42.8571434020996,30,52.8571434020996
Haiti,2016,-1.01214683055878,0.180579394102097,11,15.7142858505249,8.09523773193359,25.238094329834
Honduras,2016,-1.1369264125824,0.159881055355072,14,11.4285717010498,7.14285707473755,18.5714282989502
Mexico,2016,-0.579800665378571,0.16082789003849,14,30.9523811340332,19.0476188659668,42.3809509277344
Nicaragua,2016,-0.656879246234894,0.165153816342354,13,28.5714282989502,17.619047164917,37.6190490722656
Panama,2016,0.0336839631199837,0.170852959156036,12,55.238094329834,45.238094329834,60.9523811340332
Paraguay,2016,-0.689654231071472,0.181486308574677,12,26.1904754638672,16.6666660308838,37.6190490722656
Peru,2016,-0.496036291122437,0.16082789003849,14,33.8095245361328,24.2857151031494,45.238094329834
Puerto Rico,2016,0.629271805286407,0.250650644302368,3,73.3333358764648,58.0952377319336,82.3809509277344
Suriname,2016,-0.174602553248405,0.20717217028141,6,48.0952377319336,32.3809509277344,58.0952377319336
Uruguay,2016,0.619055449962616,0.170020863413811,13,72.3809509277344,62.3809509277344,78.5714263916016
Argentina,2017,-0.237312033772469,0.154072061181068,14,45.7142868041992,32.3809509277344,53.8095245361328
Belize,2017,-0.97460526227951,0.196248129010201,5,15.7142858505249,8.5714282989502,28.5714282989502
Bolivia,2017,-1.24510812759399,0.167460218071938,12,9.5238094329834,5.2380952835083,15.7142858505249
Brazil,2017,-0.305428564548492,0.154072061181068,14,42.8571434020996,31.4285717010498,52.3809509277344
Chile,2017,0.981475472450256,0.155551671981812,13,80.476188659668,75.2380981445312,85.2380981445312
Colombia,2017,-0.366633266210556,0.154072061181068,14,39.523811340332,29.5238094329834,50.9523811340332
Costa Rica,2017,0.42886871099472,0.162948757410049,12,66.6666641235352,58.0952377319336,74.7619018554687
Cuba,2017,-0.449702054262161,0.186066195368767,8,35.238094329834,23.3333339691162,49.523811340332
Dominican Republic,2017,-0.428010761737823,0.161250233650208,13,37.6190490722656,27.1428565979004,48.5714302062988
Ecuador,2017,-0.718140542507172,0.161250233650208,13,25.7142848968506,15.2380952835083,34.2857131958008
El Salvador,2017,-0.873291909694672,0.161250233650208,13,20.4761905670166,10.4761905670166,30
Guatemala,2017,-1.07728862762451,0.161250233650208,13,12.8571424484253,8.09523773193359,21.4285717010498
Guyana,2017,-0.299223601818085,0.171446979045868,9,43.8095245361328,30.9523811340332,52.8571434020996
Haiti,2017,-1.09179079532623,0.163207054138184,12,12.380952835083,8.09523773193359,20.9523811340332
Honduras,2017,-1.06041383743286,0.152874872088432,14,13.8095235824585,8.5714282989502,21.9047622680664
Mexico,2017,-0.584648728370667,0.154072061181068,14,30.9523811340332,20.9523811340332,40.476188659668
Nicaragua,2017,-0.660670220851898,0.152874872088432,14,28.5714282989502,18.0952377319336,38.5714302062988
Panama,2017,0.0075527080334723,0.162948757410049,12,53.3333320617676,44.761905670166,60
Paraguay,2017,-0.667961835861206,0.172254100441933,12,28.0952377319336,16.6666660308838,39.0476188659668
Peru,2017,-0.523281574249268,0.154072061181068,14,31.9047622680664,22.8571434020996,44.761905670166
Puerto Rico,2017,0.594243347644806,0.21148818731308,3,71.4285736083984,59.523811340332,79.0476226806641
Suriname,2017,-0.171837165951729,0.190379858016968,6,48.0952377319336,32.8571434020996,58.0952377319336
Uruguay,2017,0.557142913341522,0.161250233650208,13,70,60.9523811340332,77.6190490722656
Argentina,2018,-0.219330430030823,0.146073952317238,14,46.6666679382324,34.761905670166,54.2857131958008
Belize,2018,-0.842516541481018,0.187461614608765,5,20,9.5238094329834,32.3809509277344
Bolivia,2018,-1.21190083026886,0.157884687185287,12,9.5238094329834,5.7142858505249,16.6666660308838
Brazil,2018,-0.30234295129776,0.146073952317238,14,42.8571434020996,31.9047622680664,51.9047622680664
Chile,2018,0.940260529518127,0.14628978073597,13,79.0476226806641,73.3333358764648,84.7619018554687
Colombia,2018,-0.383742153644562,0.146073952317238,14,39.0476188659668,28.0952377319336,50
Costa Rica,2018,0.467835366725922,0.151710048317909,12,68.0952377319336,59.0476188659668,74.7619018554687
Cuba,2018,-0.463792055845261,0.179528400301933,8,34.2857131958008,23.8095245361328,49.0476188659668
Dominican Republic,2018,-0.365240544080734,0.151469379663467,13,40.476188659668,29.0476188659668,50.476188659668
Ecuador,2018,-0.663264274597168,0.151469379663467,13,27.1428565979004,18.5714282989502,36.6666679382324
El Salvador,2018,-0.930314421653748,0.151469379663467,13,17.619047164917,9.5238094329834,26.6666660308838
Guatemala,2018,-1.0757360458374,0.151469379663467,13,13.8095235824585,7.14285707473755,20.9523811340332
Guyana,2018,-0.38360184431076,0.167799830436707,8,39.523811340332,27.1428565979004,50.476188659668
Haiti,2018,-1.06081771850586,0.159672364592552,11,14.7619047164917,7.14285707473755,21.9047622680664
Honduras,2018,-1.05719459056854,0.144305855035782,14,15.2380952835083,7.61904764175415,20.9523811340332
Mexico,2018,-0.641221523284912,0.146073952317238,14,28.0952377319336,19.0476188659668,37.6190490722656
Nicaragua,2018,-1.07846295833588,0.144305855035782,14,13.3333330154419,7.14285707473755,20
Panama,2018,-0.159112378954887,0.151710048317909,12,50,37.1428565979004,56.1904754638672
Paraguay,2018,-0.602268278598785,0.161038964986801,12,30.4761905670166,19.0476188659668,40.9523811340332
Peru,2018,-0.56674337387085,0.146073952317238,14,31.4285717010498,21.9047622680664,40.9523811340332
Puerto Rico,2018,0.556610465049744,0.209833040833473,2,70.9523773193359,59.0476188659668,77.1428604125977
Suriname,2018,-0.0878103971481323,0.179772168397903,6,51.4285697937012,39.523811340332,59.0476188659668
Uruguay,2018,0.570747196674347,0.151469379663467,13,71.4285736083984,61.9047622680664,77.1428604125977
Argentina,2019,-0.427360445261002,0.148343652486801,14,37.1428565979004,26.1904754638672,48.0952377319336
Belize,2019,-0.855883598327637,0.187160760164261,5,21.4285717010498,10.4761905670166,31.4285717010498
Bolivia,2019,-1.18941926956177,0.15372459590435,13,10,5.7142858505249,18.5714282989502
Brazil,2019,-0.224319815635681,0.148343652486801,14,46.6666679382324,34.761905670166,53.3333320617676
Chile,2019,0.924216628074646,0.14865006506443,13,79.523811340332,73.3333358764648,85.2380981445312
Colombia,2019,-0.391183972358704,0.148343652486801,14,39.523811340332,27.1428565979004,49.0476188659668
Costa Rica,2019,0.529464185237885,0.154065623879433,12,70,60.476188659668,75.7142868041992
Cuba,2019,-0.340494513511658,0.178599670529366,8,42.3809509277344,27.1428565979004,51.9047622680664
Dominican Republic,2019,-0.320300966501236,0.15372459590435,13,43.3333320617676,29.5238094329834,50.9523811340332
Ecuador,2019,-0.542950987815857,0.15372459590435,13,31.9047622680664,22.8571434020996,44.2857131958008
El Salvador,2019,-0.866013646125793,0.15372459590435,13,19.5238094329834,11.9047622680664,27.1428565979004
Guatemala,2019,-1.10042715072632,0.15372459590435,13,12.8571424484253,6.1904764175415,21.9047622680664
Guyana,2019,-0.445168942213058,0.167156800627708,8,36.6666679382324,24.761905670166,48.5714302062988
Haiti,2019,-0.973829090595245,0.161853149533272,11,16.6666660308838,8.5714282989502,24.761905670166
Honduras,2019,-1.0414981842041,0.148896738886833,13,14.7619047164917,7.61904764175415,22.8571434020996
Mexico,2019,-0.657918453216553,0.148343652486801,14,26.6666660308838,19.0476188659668,38.0952377319336
Nicaragua,2019,-1.20158541202545,0.148896738886833,13,9.5238094329834,5.7142858505249,17.1428565979004
Panama,2019,-0.191898912191391,0.154065623879433,12,47.6190490722656,36.6666679382324,54.2857131958008
Paraguay,2019,-0.567496180534363,0.16355212032795,12,30.4761905670166,21.9047622680664,44.2857131958008
Peru,2019,-0.520058035850525,0.148343652486801,14,32.3809509277344,23.8095245361328,44.2857131958008
Puerto Rico,2019,0.558815836906433,0.208675384521484,2,70.9523773193359,59.0476188659668,78.5714263916016
Suriname,2019,-0.0834658518433571,0.17986136674881,6,50.9523811340332,40,59.0476188659668
Uruguay,2019,0.603468060493469,0.15372459590435,13,73.3333358764648,61.9047622680664,78.0952377319336
Argentina,2020,-0.486265957355499,0.145851194858551,13,34.761905670166,24.2857151031494,44.2857131958008
Belize,2020,-0.826539576053619,0.168362215161324,5,21.4285717010498,12.8571424484253,31.4285717010498
Bolivia,2020,-1.21863114833832,0.151064708828926,12,9.5238094329834,5.2380952835083,16.6666660308838
Brazil,2020,-0.231919765472412,0.145851194858551,13,46.1904754638672,35.238094329834,53.8095245361328
Chile,2020,0.930162131786346,0.146105453372002,12,80,74.7619018554687,85.7142868041992
Colombia,2020,-0.491402626037598,0.145851194858551,13,33.8095245361328,23.8095245361328,44.2857131958008
Costa Rica,2020,0.498832434415817,0.151347249746323,11,67.1428604125977,59.523811340332,75.2380981445312
Cuba,2020,-0.28538504242897,0.170432657003403,7,42.8571434020996,31.4285717010498,53.3333320617676
Dominican Republic,2020,-0.171013608574867,0.151064708828926,12,47.6190490722656,37.1428565979004,54.761905670166
Ecuador,2020,-0.540949642658234,0.151064708828926,12,31.9047622680664,22.8571434020996,42.3809509277344
El Salvador,2020,-0.777085423469543,0.151064708828926,12,23.3333339691162,16.1904754638672,31.9047622680664
Guatemala,2020,-1.10039258003235,0.151064708828926,12,13.3333330154419,6.1904764175415,20.4761905670166
Guyana,2020,-0.43357652425766,0.155660256743431,8,36.6666679382324,26.1904754638672,47.1428565979004
Haiti,2020,-1.03054046630859,0.161813840270042,9,16.1904754638672,8.09523773193359,23.8095245361328
Honduras,2020,-1.01033341884613,0.149057298898697,12,16.6666660308838,8.5714282989502,23.8095245361328
Mexico,2020,-0.642182171344757,0.145851194858551,13,29.0476188659668,20,38.0952377319336
Nicaragua,2020,-1.19874393939972,0.149057298898697,12,10.4761905670166,5.2380952835083,17.619047164917
Panama,2020,-0.284955024719238,0.151347249746323,11,43.3333320617676,31.9047622680664,52.8571434020996
Paraguay,2020,-0.427826523780823,0.160036146640778,11,37.1428565979004,26.1904754638672,48.0952377319336
Peru,2020,-0.382843524217606,0.145851194858551,13,39.523811340332,29.0476188659668,48.0952377319336
Puerto Rico,2020,0.605160593986511,0.182618722319603,2,70.9523773193359,60.9523811340332,79.0476226806641
Suriname,2020,-0.13208894431591,0.163010746240616,6,48.5714302062988,38.5714302062988,55.238094329834
Uruguay,2020,0.647405028343201,0.151064708828926,12,72.8571395874023,63.8095245361328,78.5714263916016
Argentina,2021,-0.477947890758514,0.155509635806084,12,34.2857131958008,23.8095245361328,45.7142868041992
Belize,2021,-0.800227999687195,0.182972967624664,4,23.3333339691162,13.3333330154419,33.3333320617676
Bolivia,2021,-1.17760181427002,0.161789134144783,12,11.4285717010498,6.66666650772095,19.5238094329834
Brazil,2021,-0.301417380571365,0.155509635806084,12,41.9047622680664,31.4285717010498,52.3809509277344
Chile,2021,0.889890670776367,0.155509635806084,12,80.476188659668,70.9523773193359,85.7142868041992
Colombia,2021,-0.470828503370285,0.155509635806084,12,34.761905670166,24.2857151031494,45.7142868041992
Costa Rica,2021,0.423667222261429,0.163550972938538,11,63.8095245361328,55.7142868041992,73.3333358764648
Cuba,2021,-0.419912159442902,0.186213314533234,6,37.6190490722656,24.2857151031494,49.523811340332
Dominican Republic,2021,-0.11635073274374,0.163550972938538,11,48.5714302062988,39.0476188659668,55.7142868041992
Ecuador,2021,-0.354992210865021,0.163550972938538,11,40.9523811340332,29.0476188659668,50.9523811340332
El Salvador,2021,-0.866383194923401,0.161789134144783,12,21.4285717010498,11.9047622680664,30
Guatemala,2021,-1.11025655269623,0.163550972938538,11,13.3333330154419,6.66666650772095,21.4285717010498
Guyana,2021,-0.416621565818787,0.168474212288857,8,38.0952377319336,24.761905670166,47.1428565979004
Haiti,2021,-1.26286470890045,0.163064450025558,10,9.0476188659668,5.2380952835083,16.6666660308838
Honduras,2021,-1.08797383308411,0.156201869249344,13,15.2380952835083,7.14285707473755,22.380952835083
Mexico,2021,-0.807996511459351,0.155509635806084,12,22.8571434020996,15.2380952835083,31.4285717010498
Nicaragua,2021,-1.36633682250977,0.157785654067993,12,7.14285707473755,4.7619047164917,13.3333330154419
Panama,2021,-0.269385784864426,0.163550972938538,11,43.3333320617676,31.9047622680664,52.3809509277344
Paraguay,2021,-0.575897037982941,0.163550972938538,11,30.9523811340332,21.4285717010498,40.9523811340332
Peru,2021,-0.532514691352844,0.155509635806084,12,32.3809509277344,23.3333339691162,42.8571434020996
Puerto Rico,2021,0.574521899223328,0.201756492257118,2,69.0476226806641,58.0952377319336,80.9523773193359
Suriname,2021,-0.126213639974594,0.176157221198082,6,47.6190490722656,38.0952377319336,55.7142868041992
Uruguay,2021,0.698062181472778,0.163550972938538,11,73.8095245361328,64.7619018554687,81.9047622680664
Argentina,2022,-0.482351809740067,0.161367252469063,12,34.4339637756348,23.5849056243896,44.3396224975586
Belize,2022,-0.720160663127899,0.192157685756683,4,24.5283012390137,15.5660381317139,38.6792449951172
Bolivia,2022,-1.30140423774719,0.167237296700478,12,9.43396186828613,5.18867921829224,15.5660381317139
Brazil,2022,-0.257879137992859,0.161367252469063,12,43.3962249755859,32.5471687316895,53.301887512207
Chile,2022,0.688454449176788,0.161367252469063,12,72.1698150634766,63.2075462341309,81.6037750244141
Colombia,2022,-0.427760243415833,0.161367252469063,12,38.6792449951172,24.5283012390137,47.1698112487793
Costa Rica,2022,0.435932785272598,0.169349133968353,11,64.6226425170898,56.1320762634277,74.0566024780273
Cuba,2022,-0.461449682712555,0.19561667740345,6,36.7924537658691,23.5849056243896,47.6415100097656
Dominican Republic,2022,-0.0933533534407616,0.169349133968353,11,50.9433975219727,39.1509437561035,56.6037750244141
Ecuador,2022,-0.620780825614929,0.169349133968353,11,27.8301887512207,19.8113212585449,40.0943412780762
El Salvador,2022,-0.742217719554901,0.167237296700478,12,24.056604385376,17.4528293609619,35.8490562438965
Guatemala,2022,-1.12746357917786,0.169349133968353,11,13.2075471878052,7.07547187805176,21.698112487793
Guyana,2022,-0.313437700271606,0.17387019097805,8,41.0377349853516,29.2452831268311,52.8301887512207
Haiti,2022,-1.37795209884644,0.167698562145233,10,7.54716968536377,5.18867921829224,13.6792449951172
Honduras,2022,-1.0175416469574,0.15998487174511,13,17.4528293609619,9.43396186828613,23.5849056243896
Mexico,2022,-0.869425058364868,0.161367252469063,12,20.7547168731689,12.7358493804932,28.7735843658447
Nicaragua,2022,-1.3109118938446,0.166534915566444,11,8.96226406097412,5.18867921829224,15.5660381317139
Panama,2022,-0.359851568937302,0.169349133968353,11,40.0943412780762,25.943395614624,50.9433975219727
Paraguay,2022,-0.591498374938965,0.169349133968353,11,30.1886787414551,20.7547168731689,40.5660362243652
Peru,2022,-0.552831411361694,0.161367252469063,12,31.1320762634277,23.1132068634033,41.5094337463379
Puerto Rico,2022,0.531026601791382,0.213246241211891,3,67.4528274536133,56.6037750244141,78.7735824584961
Suriname,2022,-0.128307819366455,0.184266403317451,6,48.113208770752,38.2075462341309,56.6037750244141
Uruguay,2022,0.767947494983673,0.169349133968353,11,75.9433975219727,66.0377349853516,82.5471725463867
Argentina,2023,-0.410826534032822,0.163038805127144,12,37.7358474731445,26.4150943756104,47.1698112487793
Belize,2023,-0.635611891746521,0.189948707818985,5,27.8301887512207,19.3396224975586,41.0377349853516
